#{"t_start": 1698855030.0766704, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-90.329993,50,0.344903
-87.776443,55,0.460696
-89.894906,61,0.588578
-66.281659,55,0.703882
-93.464783,56,0.821914
-94.733899,55,0.937221
-89.699211,53,1.04843
-74.034126,61,1.178171
-82.135405,59,2.922813
-89.122982,72,3.088007
-81.199904,59,3.482071
-80.300706,57,3.603506
-86.888185,56,3.721931
-88.399191,51,3.829442
-66.635436,57,3.953045
-52.939119,77,4.116755
-82.941903,49,4.220468
-88.258387,55,5.815495
-95.593218,54,5.940679
-62.941996,81,6.153359
-89.050736,56,6.271024
-92.613509,55,6.666138
-70.145345,58,6.78582
-94.752881,59,6.945102
-52.310897,91,7.201867
-81.071199,107,9.17432
-31.295391,65,9.413491
-78.672425,57,9.619636
-72.67825,109,10.012886
-107.319664,62,10.720879
-2.035793,94,11.062848
-79.161005,70,12.891768
-35.900578,73,13.100884
-78.909804,67,13.292358
-84.382634,76,13.50425
-84.189494,83,13.746396
-16.682214,65,13.931548
-85.045241,56,14.096031
-55.899971,64,17.113238
-74.952725,68,17.257053
-68.782405,116,17.501711
-89.26832,64,17.652213
-60.432184,76,17.83252
-80.685426,67,18.065746
-28.466087,102,19.835574
-26.97374,85,20.018212
-51.18208,102,20.641542
-71.52335,69,20.789113
-48.591642,88,20.975152
-61.026216,63,21.105424
-48.284749,106,22.817342
-59.031246,78,22.997112
-23.777322,79,23.182665
-52.571818,90,23.707588
-86.135869,75,23.866415
-34.149429,63,23.997594
8.385578,81,25.623651
-20.023109,86,25.805674
-100.412589,88,25.991229
-67.176689,78,26.154724
-58.359857,97,26.360503
-18.528105,95,27.101024
-47.292989,73,28.904902
-173.195915,103,29.203952
-59.619956,56,29.367962
-176.458727,102,29.662821
-8.531256,74,29.877609
39.251193,71,30.085384
-20.054042,75,32.55898
-4.064194,92,32.744243
-40.122536,92,32.934208
-194.034746,110,33.19018
-89.482365,77,33.350828
-52.242325,76,33.508614
-9.827428,63,35.217621
-28.267967,98,35.436541
-66.65568,88,35.959729
-41.701426,81,36.129667
-60.916537,75,36.2865
-37.62926,69,36.429087
17.536093,86,38.236733
-85.507083,97,38.438046
-30.872705,95,38.633852
0.99612,72,39.114501
6.052671,87,39.291987
-128.057763,91,39.47665
-62.861805,92,41.126324
-66.318314,68,41.26954
-25.734338,76,41.423311
-29.687349,80,41.588336
25.519197,79,41.750616
-25.744422,90,42.250359
-159.585879,121,44.021923
9.485924,82,44.30339
-155.475301,93,44.624521
-0.874145,95,44.956553
-58.630727,75,45.212554
-51.461756,91,47.796429
-33.064421,73,48.003941
-134.511063,93,48.226062
4.731681,84,48.463854
49.318642,86,48.657021
-17.455488,75,48.811841
-25.048383,82,48.989613
-166.882248,115,50.677363
19.875423,85,51.184376
37.563056,90,51.370873
-59.346411,84,51.545578
-5.334383,72,51.69376
6.520813,94,53.317656
-39.60866,105,53.532738
-9.433739,72,53.680277
-5.715942,86,54.209462
21.437891,88,54.389785
-30.49566,76,54.547527
-17.163129,77,56.156056
-22.018454,95,56.3509
-62.265886,108,56.603392
-0.215932,92,56.917615
-46.782965,87,57.732056
-49.683957,85,59.526115
-184.806272,97,59.733305
-37.076226,90,59.918702
-43.336329,89,60.137447
-183.548895,109,60.516444
17.218542,68,60.75036
