#{"t_start": 1700734955.4266305, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-112.350186,64,0.22609
-112.19412,53,0.245204
-118.64959,68,0.27055
-91.09449,54,0.290772
-99.934877,52,0.313101
-90.053038,50,0.331059
-93.095958,64,0.354377
-97.400131,48,0.370294
-94.537273,58,0.392621
-95.21606,48,0.411307
-91.770297,48,0.427527
-122.581869,57,0.447542
-88.062287,45,0.46515
-97.52814,58,0.485567
-81.026504,64,0.509887
-107.765955,53,0.52816
-110.864435,74,0.555412
-82.972735,66,0.578624
-92.897018,50,0.595752
-104.521029,147,0.649247
-102.326482,66,0.674542
-102.575711,52,0.691895
-102.624922,55,0.713086
-108.119732,69,0.737809
-92.311696,52,0.757776
-96.387981,55,0.77699
-111.737373,52,0.795169
-109.127526,57,0.816964
-100.252979,59,0.839026
-118.361769,65,0.861046
-73.10694,83,0.889612
-107.972081,49,0.908395
-109.632452,53,0.93174
-74.153427,73,0.957244
-92.043374,52,0.975509
-115.712999,56,0.995041
-89.274382,64,1.020899
-99.397007,51,1.038987
-93.924841,58,1.059333
-97.839042,52,1.077992
-94.095505,49,1.096869
-93.936644,70,1.123223
-96.54088,47,1.139429
-116.380755,59,1.159903
-88.073371,53,1.180641
-93.314894,47,1.196404
-83.771052,47,1.21382
-91.064923,70,1.238446
-98.193064,44,1.256002
-97.980837,56,1.275321
-108.561645,52,1.293932
-90.878197,49,1.313296
-96.019695,59,1.337941
-73.509627,78,1.365708
-92.761578,57,1.384917
-111.913901,55,1.403214
-105.854053,51,1.424534
-88.099587,52,1.444849
-83.336937,54,1.463449
-97.555831,57,1.483734
-91.988063,55,1.505181
-92.325652,49,1.523647
-93.943108,57,1.542773
-80.701612,65,1.564136
-84.529185,59,1.58658
-86.019505,54,1.604887
-90.924309,60,1.627742
-108.609281,48,1.644018
-94.1358,50,1.663368
-106.331092,45,1.679246
-111.544491,52,1.697947
-86.719035,67,1.72319
-94.145963,52,1.742459
-89.632001,56,1.761689
-92.045416,56,1.780966
-103.07107,58,1.801001
-89.593564,54,1.823687
-89.61783,53,1.842707
-102.817997,49,1.859805
-95.464652,53,1.87744
-92.280795,59,1.898833
-89.455007,53,1.917361
-101.342799,61,1.939882
-91.879587,59,1.95996
-100.547464,56,1.981357
-98.128977,51,1.998495
-97.732695,52,2.015512
-113.488953,64,2.038166
-133.720766,73,2.065478
-94.216027,53,2.083957
-115.759112,71,2.108688
-82.261294,62,2.131996
-86.358308,75,2.159643
-96.254497,48,2.177047
-95.489568,51,2.193928
-94.916378,53,2.211907
-95.358804,54,2.233799
-83.459894,59,2.254253
-100.911771,60,2.275705
-87.309463,69,2.299135
-120.393056,55,2.32023
-126.329142,63,2.343761
-97.261803,57,2.363945
-105.123991,47,2.380104
-91.996686,57,2.40169
-99.190765,52,2.419053
-89.929775,49,2.437691
-97.529481,53,2.455625
-83.587363,55,2.475798
-94.839733,60,2.496684
-105.295562,55,2.516091
-105.069791,58,2.536828
-85.026649,74,2.565197
-87.012207,59,2.585433
-89.591791,56,2.604928
-88.456091,49,2.622086
-103.584519,64,2.648249
-104.148858,49,2.666625
-96.20216,51,2.684518
-105.549473,46,2.700673
-91.359364,59,2.724187
-88.412314,50,2.744038
-101.874544,74,2.770211
-94.01382,55,2.789293
-104.411957,69,2.817237
-104.064109,50,2.83415
-101.846513,51,2.853923
-92.271912,61,2.873684
-108.993549,70,2.900007
-113.44796,70,2.924744
-103.575841,52,2.944471
-105.900661,52,2.962368
-101.820951,52,2.982059
-100.226029,50,3.000401
-93.133376,57,3.020054
-94.092361,53,3.037323
-133.805446,57,3.060513
-94.061015,59,3.08047
-96.234405,60,3.101326
-96.354658,58,3.121536
-88.561447,51,3.141067
-96.615049,52,3.160799
-95.397741,60,3.181666
-101.323613,54,3.200665
-86.782505,70,3.225641
-85.842606,49,3.242072
-146.935556,80,3.270322
-101.435531,50,3.286912
-86.662043,60,3.3095
-107.168426,51,3.326656
-114.117745,53,3.344856
-99.964626,64,3.368147
-113.350773,57,3.389827
-102.72811,47,3.405961
-100.509659,47,3.422578
-104.903736,56,3.443227
-115.066979,53,3.466404
-102.08658,56,3.485255
-104.728176,51,3.502612
-91.607203,85,3.53277
-104.645429,51,3.553995
-105.27551,59,3.575748
-98.776572,61,3.597185
-94.344349,58,3.616877
-87.235607,49,3.635753
-106.950339,75,3.66259
-105.542835,55,3.681623
-102.779297,60,3.70233
-112.087396,48,3.721088
-90.032348,60,3.742068
-100.317353,55,3.761745
-99.798414,58,3.781656
-104.458104,51,3.801018
-103.547592,53,3.819743
-125.593709,89,4.275593
-16.885404,54,4.699769
-58.175118,84,4.980879
-36.068636,47,5.350381
17.702662,64,5.583601
-16.645526,60,5.884957
-68.342528,75,6.179913
-7.231265,51,6.524125
-11.551073,55,6.765643
7.219239,52,7.023557
-33.083978,54,7.274743
-8.172033,64,7.552013
-40.465504,48,7.872647
-12.427359,61,8.132489
-42.510695,48,8.448287
3.017047,63,8.704212
9.224901,64,9.029768
-40.67562,48,9.349281
-13.594934,75,9.618656
-11.182894,54,9.990986
-73.035938,80,10.286935
-127.580404,102,10.710614
-99.85952,123,11.25406
-68.107181,111,11.876501
-89.159425,112,12.43402
-135.468774,121,12.999922
-6.367287,140,13.618741
-41.397714,174,14.345868
-40.791833,226,15.292904
-79.768502,143,16.467355
18.936147,58,17.261157
-101.260156,168,17.653641
-35.065652,54,18.457738
-50.505411,141,18.800635
23.99369,82,19.523739
10.37244,62,19.951442
-21.914568,52,20.273191
12.297754,51,20.552035
-65.054588,157,20.891729
18.791987,54,21.644154
8.459787,60,21.929104
-17.60702,54,22.234232
-17.741971,53,22.512493
2.592518,55,22.787648
-17.241314,53,23.070187
-15.211598,59,23.346289
-7.961113,62,23.655862
18.255461,56,23.971575
-8.125316,63,24.270865
-15.735332,55,24.587484
-5.094776,56,24.877496
4.117389,51,25.166916
-17.482291,54,25.433179
-46.515416,56,25.72087
-29.531887,55,26.016314
29.281138,62,26.301754
-26.739068,54,26.613838
-112.015584,90,26.916162
-44.291001,60,27.371908
4.264515,57,27.679211
-130.92496,133,28.021416
-32.309579,51,28.639761
15.364739,55,28.903724
6.185704,57,29.182669
-93.856343,144,29.537668
-25.0638,51,30.203588
-22.87175,54,30.462212
-14.012781,54,30.73637
28.102736,61,31.025933
-31.31537,57,31.331494
-179.373198,105,31.651858
-6.774214,54,32.154259
-107.57999,103,32.457186
-9.968179,52,32.936316
7.195843,50,33.199646
-86.528868,131,33.50276
-103.316818,137,34.163178
-119.924196,257,34.934273
16.634714,53,36.083631
20.932881,57,36.34885
-141.824242,131,36.678146
-146.366913,150,37.35482
-71.088125,151,38.110117
-80.390684,94,38.824244
-150.107367,89,39.294342
-87.88454,141,39.778957
-103.442581,137,40.489787
-129.69298,109,41.156918
-152.686657,92,41.692208
-116.444178,121,42.170723
-100.296779,130,42.787777
-95.080324,110,43.420983
-139.25842,105,43.975179
-90.502652,68,44.472419
-67.283883,108,44.855832
-159.339398,76,45.37903
-71.382738,99,45.77803
-155.854878,100,46.283316
-84.943663,63,46.777719
-93.060264,154,47.168201
-63.901509,61,47.877131
-62.334967,64,48.184433
-88.570274,94,48.526423
-86.364445,152,49.052286
-85.293119,82,49.783573
-58.710178,121,50.227045
-16.377112,91,50.826506
-100.045456,181,51.377031
-61.041276,111,52.253538
16.257217,91,52.804398
-41.991427,108,53.285138
-80.396824,148,53.864843
-57.956332,130,54.607472
-54.809034,102,56.372691
-22.551235,125,56.904256
-83.717571,174,57.591355
-129.673778,108,58.437346
-43.900147,221,59.062854
-39.540258,82,60.092592
-144.447654,82,60.519127
-62.020879,153,60.987952
-55.986553,127,61.756453
-105.577679,105,62.392687
-24.727431,85,62.917601
-142.695156,206,63.438757
-105.348676,150,64.448897
-28.439707,159,65.236282
-88.317866,106,66.007798
-54.799724,104,66.557261
-102.788166,135,67.106727
-98.239238,324,67.93445
-54.096313,125,69.450109
-43.174805,371,70.268802
-120.631926,119,71.981997
-118.628865,73,72.574696
-49.733225,95,72.970538
-98.974461,158,73.497304
-102.608721,257,74.362864
-91.479526,156,75.615971
-67.621098,77,76.355487
-95.493009,165,76.813533
-48.844037,77,77.589685
-98.877696,296,78.164592
-116.215032,293,79.682243
-122.184833,69,81.02969
-78.390498,130,81.427599
-66.927533,100,82.070952
-60.892513,88,82.576637
-94.972713,186,83.102749
-137.052844,194,84.064874
-81.001821,156,85.042774
-34.425705,110,85.851231
-30.312274,155,86.457382
-38.623358,98,87.225697
-135.66652,133,87.80258
-62.607963,134,88.512889
-150.344597,89,89.25185
-70.321722,180,89.778376
-46.434385,102,90.65246
-84.880037,96,91.177207
-115.694075,143,91.710864
-32.959591,96,92.418747
-28.285606,80,92.922366
-13.870064,138,93.425315
-42.096353,109,94.124965
-22.069583,176,94.735117
-35.276402,91,95.593777
-171.397626,377,96.271927
-144.6341,81,98.012825
-7.512695,84,98.434385
-24.708755,352,99.064093
-54.412571,63,100.675068
-7.47995,84,101.065122
-94.962971,118,101.587495
-65.161139,133,102.231297
-67.963206,99,102.896333
-35.959713,177,103.49732
-88.507817,153,104.392691
-86.262522,202,105.221553
-105.866169,101,106.189295
5.031603,170,106.763352
-90.697478,202,108.979135
-153.636179,124,110.047415
-90.276478,164,110.726858
-42.008643,102,111.564505
-48.812078,80,112.077396
-44.788565,500,112.807078
-133.776953,114,115.174893
-34.332737,207,115.833175
-92.617862,345,117.002753
-131.69722,290,118.763306
-21.425799,156,120.187248
-181.228403,178,121.068838
-3.004142,136,122.063383
-21.04759,99,122.764575
-141.107095,267,123.432318
28.002334,106,125.270255
-14.872318,74,125.886718
-45.150963,217,126.430547
-107.591513,242,127.641312
-141.164636,316,129.004777
-18.029344,91,130.526503
-35.125514,500,131.309124
10.886152,186,133.802241
-31.325917,123,134.742781
-13.119492,415,135.609828
-4.314539,211,137.65399
-46.336502,500,138.987334
-3.468616,92,141.29475
-10.371776,357,141.965768
-48.454212,194,143.724173
-1.055091,147,144.715429
2.867052,500,145.749787
-0.988583,270,148.438179
9.724437,102,149.828852
23.023122,500,150.70817
-33.930957,346,153.314239
-48.520999,215,155.323534
-132.283142,219,156.501248
25.483813,103,157.632335
-184.341052,329,158.360221
28.738964,146,160.005949
-86.380598,375,160.969121
-126.01246,223,163.070144
-58.458386,198,165.469317
-85.736284,280,166.71045
30.867576,166,168.1164
43.725857,386,169.149385
36.228947,136,171.062449
-106.79504,249,171.874396
-170.970032,206,173.211624
-80.358809,336,174.520989
25.268113,171,176.266613
-84.688162,181,177.192784
-46.37384,500,178.379008
-70.580733,209,180.854436
-58.689477,291,182.049356
20.974452,187,183.566249
-160.36278,450,184.895842
-49.926148,500,187.599209
2.210237,500,190.220037
-86.333655,112,192.533227
10.880744,500,193.392895
4.450071,500,196.10008
16.415716,157,198.63096
-83.38516,408,199.662704
-100.731666,475,201.935352
-79.089775,157,204.355993
1.587297,303,205.321958
-65.702894,163,207.088352
-64.911435,118,207.958156
7.82585,500,208.839484
-129.071823,251,211.273211
12.59985,248,212.578993
-49.539857,178,213.855174
17.166933,500,215.143779
5.13739,131,217.628186
-137.26388,204,218.402675
-10.497709,500,221.783123
-28.840518,363,224.551823
