#{"t_start": 1698765890.9007945, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-99.916757,49,0.278975
-99.994391,54,0.336728
-99.971887,58,0.396378
-99.969623,65,0.466579
-99.9824,58,0.524767
-99.785857,57,0.585655
-99.939923,49,0.640131
-99.932574,53,0.695307
-99.98455,58,0.757979
-99.993737,56,0.8165
-99.979443,52,0.873556
-99.91437,56,0.932375
-99.893047,54,0.988032
-99.98648,51,1.041771
-99.958318,61,1.107212
-99.98318,56,1.167398
-99.944296,55,1.225099
-99.900548,52,1.281492
-99.702366,67,1.350831
-99.957846,69,1.426329
-99.991482,55,1.485844
-99.992691,53,1.542045
-99.589759,55,4.534789
-99.960531,51,7.907188
-99.980669,53,11.44288
-99.971661,53,14.815258
-99.988138,59,18.597743
-99.900587,51,21.938511
-99.979501,63,26.04079
-99.98625,76,30.836143
-99.31406,217,45.279471
-88.714163,101,52.986435
-99.397576,120,61.773785
-82.652587,137,71.940948
-92.911276,103,80.875615
-98.474356,94,88.126492
-96.770257,134,98.182244
-99.593151,127,107.01408
-97.742214,174,119.249383
-98.534746,85,125.229375
-98.456474,85,131.207335
-99.931475,105,138.667198
-98.716136,94,145.29505
-97.133718,90,151.612092
-98.659256,93,158.416495
0.551438,500,194.967065
0.579003,500,227.369116
3.47611,500,260.393441
0.395792,500,295.926692
6.291057,500,328.596934
0.540377,500,365.953779
0.440352,500,401.517777
0.875351,500,434.28935
0.349863,500,472.23794
10.280171,500,508.117827
1.973442,500,546.288895
11.907681,500,582.537093
4.333127,500,618.851714
0.151355,500,656.9712
0.169245,500,696.403238
6.30547,500,737.806833
10.803741,500,775.958256
0.059431,500,813.896415
9.228406,500,853.919761
0.20538,500,892.629091
0.523997,500,931.339648
-99.980782,264,951.101832
2.585057,500,988.128418
1.855156,500,1027.282893
0.876981,500,1064.689147
0.267494,500,1104.295069
0.718935,500,1167.578551
0.152961,500,1225.485282
2.983971,500,1285.790122
1.477153,500,1330.37852
3.122643,500,1368.721276
0.028171,500,1412.265212
0.154894,500,1452.938747
2.046644,500,1496.637011
0.463198,500,1537.025647
1.798331,500,1572.736299
0.467882,500,1618.71671
1.520166,500,1664.489159
1.41006,500,1711.619843
1.607362,500,1754.686535
2.579145,500,1796.836839
25.391541,500,1840.45854
-99.914061,297,1864.706212
-99.794496,250,1886.54073
0.927982,500,1930.581277
7.580858,500,1972.763953
6.536393,500,2018.08757
1.606062,500,2061.238401
7.629441,500,2106.112639
1.306345,500,2150.812346
0.432801,500,2190.448431
9.419739,500,2229.099307
0.043079,500,2265.566606
0.455506,500,2308.142306
8.77662,500,2353.525795
13.113703,500,2396.057315
8.907923,500,2434.211812
0.0402,500,2470.39465
0.126258,500,2507.238538
0.035797,500,2546.154113
0.074306,500,2582.079543
0.134876,500,2621.426086
12.519951,500,2657.430845
7.268289,500,2693.725271
1.107142,500,2730.838951
2.35191,500,2766.279314
1.565882,500,2805.890343
33.56781,500,2842.852825
1.314084,500,2880.358932
6.690823,500,2918.242623
11.764078,500,2952.513153
50.476719,500,2989.095099
