#{"t_start": 1698849292.728342, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-50.0,53,0.262015
-50.0,72,0.335902
-50.0,50,0.383257
-50.0,58,0.443757
-50.0,59,0.504516
-50.0,59,0.564323
-50.0,47,0.608818
-50.0,64,0.675799
-50.0,58,0.734659
-50.0,77,0.809036
-50.0,52,0.862545
-50.0,54,0.913666
-50.0,56,0.970843
-50.0,56,1.026347
-50.0,50,1.078414
-50.0,54,1.133778
-50.0,71,1.202798
-50.0,49,1.253898
-50.0,45,1.299618
-50.0,49,1.350282
-50.0,47,1.397546
-50.0,61,1.458922
-50.0,83,1.825766
-50.0,69,1.895979
-50.0,50,1.948904
-50.0,51,2.000986
-50.0,48,2.051644
-50.0,53,2.103453
-50.0,56,2.161558
-50.0,50,2.212863
-50.0,56,2.270552
-50.0,60,2.330166
-50.0,48,2.381348
-50.0,57,2.437095
-50.0,52,2.491586
-50.0,64,2.557613
-50.0,60,2.619905
-50.0,74,2.694463
-50.0,49,2.743774
-50.0,51,2.796156
-50.0,54,2.850015
-50.0,65,2.915722
-50.0,53,2.970282
-50.0,52,3.0202
-50.0,48,3.920481
-50.0,57,4.736881
-50.0,83,5.923797
-50.0,51,6.66268
-50.0,60,7.633281
-50.0,67,8.588632
-50.0,72,9.608555
-50.0,55,10.39025
-50.0,54,11.196362
-50.0,57,12.000505
-50.0,56,12.852615
-50.0,51,13.580975
-50.0,49,14.287025
-50.0,67,15.259201
-50.0,49,15.95539
-50.0,56,16.756878
-50.0,54,17.526892
-50.0,50,18.258431
-50.0,63,19.1561
-50.0,49,19.856907
-50.0,54,20.633627
-50.0,73,21.961484
-50.0,54,22.732137
-50.0,50,23.45342
-50.0,55,24.273661
-50.0,58,25.136287
-50.0,94,26.510069
-50.0,65,27.528177
-50.0,55,28.344408
-50.0,57,29.182483
-50.0,111,30.865283
-50.0,58,31.708667
-50.0,69,32.732334
-50.0,61,33.612791
-50.0,57,34.470499
-50.0,55,35.273565
-50.0,57,36.090821
-50.0,59,37.013804
-50.0,62,37.996565
-50.0,63,38.940763
-50.0,74,40.001533
-50.0,122,42.211767
-50.0,66,43.161958
-50.0,74,44.223386
-50.0,68,45.198502
-50.0,73,46.247125
-50.0,75,47.322689
-50.0,113,48.991464
-50.0,81,50.149843
-50.0,88,51.416152
-50.0,93,52.760374
-50.0,96,54.148954
-50.0,86,55.430323
-50.0,80,56.590467
-50.0,95,57.959199
-50.0,100,60.16206
-50.0,137,62.145762
-50.0,229,65.440608
-50.0,145,67.722986
-50.0,177,70.269181
-50.0,148,72.407666
-50.0,100,73.866452
-50.0,86,75.12321
-50.0,109,76.842875
-50.0,175,80.249877
-50.0,199,83.330045
-50.0,156,85.550837
-50.0,212,88.599378
-50.0,136,90.548235
-50.0,116,92.202251
-50.0,139,94.443102
-50.0,247,99.022716
-50.0,198,101.897476
-50.0,228,105.172796
-50.0,166,107.616777
-50.0,93,108.941893
-50.0,86,110.160094
-50.0,113,111.772466
-50.0,185,114.387547
-50.0,120,116.08582
-50.0,203,119.533984
-50.0,181,122.11803
-50.0,314,126.597058
-50.0,189,129.466628
-50.0,268,133.474203
-50.0,196,137.505569
-50.0,238,141.01225
-50.0,177,143.547849
-50.0,209,146.548207
-50.0,284,150.643355
-50.0,500,160.233385
-50.0,500,167.540117
-50.0,500,178.840514
-50.0,500,186.918156
-50.0,500,195.677654
-50.0,500,206.02755
-50.0,500,213.139492
-50.0,500,222.392296
-50.0,500,229.462068
-50.0,500,236.639991
-50.0,500,246.147765
-50.0,500,253.6048
-50.0,500,263.7903
-50.0,500,272.157357
-50.0,500,280.861495
-50.0,500,291.408566
-50.0,500,298.744615
-50.0,500,309.700299
-50.0,500,317.926238
-50.0,500,325.681781
-50.0,340,333.131411
-50.0,396,339.27299
-50.0,500,346.731478
-50.0,500,356.426575
-50.0,500,363.945708
-50.0,500,371.358055
-50.0,500,381.097275
-50.0,500,388.210031
-50.0,500,397.873428
-50.0,500,405.046095
-50.0,500,412.238991
-50.0,167,416.874328
-50.0,500,424.354205
-50.0,500,432.364073
-50.0,500,442.425204
-50.0,500,449.962351
-50.0,500,460.434808
-50.0,500,467.630865
-50.0,500,474.791765
-50.0,500,484.314901
-50.0,500,491.803246
