#{"t_start": 1697303595.7818651, "env_id": "turbolander-2d-custom-v1"}
r,l,t
8.325879,500,0.952351
-125.027653,185,4.447185
-121.414438,145,4.673292
-20.546338,500,7.993935
28.059239,500,10.171486
-23.64238,240,12.253191
16.678516,388,12.851242
-5.863469,500,15.395912
12.633816,500,18.107391
54.149277,500,21.59774
39.655652,500,24.065544
-38.875583,500,26.140764
86.316061,500,28.795394
410.807288,316,30.939435
0.721559,500,33.384016
492.476614,275,35.535262
94.778898,500,38.00195
49.198497,500,40.931839
-3.591647,500,43.048565
29.175582,500,45.231604
101.729726,500,47.780225
2.882161,436,48.732843
81.136581,500,51.01968
92.921305,500,53.752977
20.848372,500,56.220971
87.29313,500,58.783992
-64.627262,122,60.244333
-70.333614,95,60.386704
370.616854,328,62.747891
821.409544,89,62.88249
49.291,500,65.279494
731.341198,137,65.482765
-30.186147,146,65.699269
-61.951556,96,65.844183
776.526268,123,67.212832
81.86609,500,69.871907
136.485213,500,72.289042
-66.185479,107,72.487078
-62.721372,130,72.718526
-63.711307,111,73.395908
93.146422,500,75.447004
-57.012521,125,77.498145
25.321215,343,78.141529
-112.426065,161,79.712515
18.177531,266,80.407008
-15.859338,377,82.340605
-53.195022,135,82.822816
-44.470047,99,82.972711
-44.449198,131,84.355004
643.721684,187,84.640118
-49.988477,204,85.380339
767.426281,120,86.788925
80.403488,500,89.183384
-118.705967,172,89.527738
43.987646,500,91.735805
58.481393,500,94.594495
67.763768,500,96.686971
111.532356,500,99.659023
125.62072,500,102.158572
75.442307,500,105.043075
118.417302,500,107.452233
27.059687,500,110.004501
76.710108,500,112.478622
339.196827,345,114.731684
78.299531,500,117.212582
-116.70091,179,117.474996
470.175312,292,119.304379
-54.255767,92,119.443037
-39.99924,283,120.188278
781.124443,115,121.599699
342.014386,369,122.597973
-50.370682,188,124.159949
8.052595,500,126.593553
92.268306,500,129.186975
92.961268,500,131.257136
99.233786,500,134.951892
53.311218,500,138.61964
38.62951,500,142.42001
72.0283,500,146.800661
30.838607,500,148.926809
-55.328047,111,150.462876
-64.689939,140,150.819144
23.18931,500,154.488191
104.677959,500,156.424009
57.943628,500,159.279794
85.596267,500,161.58523
91.031409,500,163.908376
18.282607,500,167.048452
46.22065,500,168.927447
90.60636,500,171.405949
54.097373,500,173.662191
88.174837,500,175.997036
60.077503,500,179.00379
33.466321,500,180.909521
38.740532,500,184.154005
51.678453,500,187.393011
46.837373,500,190.625456
-113.665687,160,192.010813
54.852651,500,195.091083
99.764885,500,198.257811
-115.70601,172,198.508854
-120.784841,163,198.74633
76.711411,500,201.79138
84.265178,500,204.112346
57.250518,500,207.065701
97.576659,500,208.982412
24.469959,500,211.350465
141.699971,500,213.640144
94.694924,500,216.439847
76.379058,500,218.814557
-6.67196,267,220.390554
92.875036,500,222.722586
131.013266,500,225.062449
-31.089615,224,225.397475
-110.754307,168,226.829275
89.135216,500,230.042132
105.618694,500,232.389076
100.001,500,234.655214
519.033085,246,235.024454
-118.728837,113,235.191106
-118.366679,111,236.528319
143.483909,500,238.713115
-68.055606,79,238.829601
124.316614,500,241.131422
-117.651398,125,241.310435
473.691612,315,243.560086
127.504159,500,245.88137
-69.556813,89,246.010421
104.010886,480,247.862179
155.845958,500,250.108419
122.299853,500,252.365532
-59.383919,152,252.584395
49.561195,392,254.631149
-69.546191,90,254.760438
165.758118,452,256.923743
-40.747449,134,257.118465
-48.580507,136,257.315656
733.07258,139,258.679313
-28.152171,229,259.334593
-0.642117,191,260.774341
99.096374,500,263.029906
0.496204,285,263.448893
88.03926,500,265.692779
63.857667,500,267.900112
85.117585,500,271.044604
111.763156,500,273.987934
131.396625,500,275.873549
138.225836,500,278.140359
-115.525699,145,278.364393
38.877513,500,281.027526
56.356929,500,283.347429
-61.71829,124,284.669451
64.160337,500,286.902751
74.721358,500,289.149893
101.932145,500,291.363171
-16.398901,227,291.689359
299.164891,379,293.726569
-48.184272,144,293.934453
288.887966,392,295.650443
-40.027191,209,296.278112
27.318144,500,298.462659
12.604132,394,300.174304
40.311928,500,302.623933
408.106572,320,304.592703
52.197448,500,306.460524
77.03455,500,308.648182
48.847847,500,310.865699
77.386062,500,313.135414
2.745335,500,315.407727
-20.747399,434,317.204118
-62.614414,182,317.802552
139.736293,500,319.703231
-69.855733,89,319.83201
10.04087,324,321.797225
12.138925,265,322.180985
28.188725,500,324.380145
-15.12384,171,325.774217
39.798526,500,327.947276
-52.081691,131,328.138843
693.354354,163,328.663872
-62.075101,79,328.778155
-66.441563,123,330.103345
-8.913991,214,330.415553
-45.47433,158,330.934361
-19.013437,280,332.486455
-69.294353,85,332.610009
-18.836052,234,334.422906
704.406318,156,334.648489
225.006608,418,336.747766
457.169432,299,337.180662
82.227132,500,339.37277
-54.287238,93,340.660352
634.765148,183,340.925165
-66.388578,87,341.052115
-55.7527,172,341.604377
623.013544,209,343.053578
-67.26248,87,343.179106
-67.055505,73,343.28485
-52.201894,110,343.445257
-51.184639,106,345.055662
628.993994,191,345.333441
-68.414453,84,345.455642
-42.079995,150,345.672659
100.811274,482,347.803285
-69.480516,86,349.077149
-59.314455,132,349.267047
59.898216,500,351.487192
42.89063,500,353.701928
-70.221256,130,353.888318
-63.453832,154,354.111555
42.547483,500,356.311413
11.655999,500,359.191516
83.545786,500,361.469878
87.295235,500,363.86354
29.151075,500,365.727404
61.375965,500,369.084647
103.883308,500,371.275986
110.512125,500,373.489264
92.426651,500,375.716049
59.418234,453,377.510805
-68.494761,84,379.107316
3.688205,310,379.554176
544.139515,239,381.040884
-49.911889,258,381.734828
175.038733,500,383.933954
151.833028,500,385.813125
88.096948,500,388.044503
38.06317,500,390.267256
63.927471,500,392.977015
43.481054,500,395.228722
63.482017,500,397.103427
82.970036,500,400.129354
20.647314,500,403.149608
67.7615,500,406.017329
60.995547,500,409.404642
53.26361,500,411.281852
55.18479,500,414.58813
21.880345,500,418.076725
27.52956,500,421.437857
83.517524,500,424.933361
64.102568,500,426.809901
70.181519,500,430.320414
85.059796,500,433.770074
91.716263,500,437.226125
84.820955,500,440.590223
34.509979,500,442.457561
-117.988239,170,444.30023
87.565035,500,446.162347
-45.531724,325,449.354877
60.138374,500,452.811473
68.041795,500,456.159056
79.535178,500,458.024394
110.622784,500,461.262964
125.546233,500,464.706995
63.727782,500,467.901565
55.972725,500,471.24153
70.328237,500,473.105517
69.552699,500,476.562468
80.927072,500,479.908034
102.174587,500,482.861259
75.056822,500,485.654353
