#{"t_start": 1700754250.7226615, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-94.301653,54,0.223226
-90.234235,57,0.238099
-120.179394,54,0.252725
-93.926063,58,0.268244
-89.551418,60,0.286846
-111.090133,52,0.301441
-79.831387,61,0.319069
-92.724495,53,0.333755
-98.962019,46,0.347619
-106.64046,58,0.362694
-95.037594,52,0.376804
-98.869015,55,0.391358
-92.893758,48,0.405784
-92.4643,55,0.422997
-85.296976,62,0.438834
-127.636066,61,0.455733
-102.930617,49,0.471012
-92.139384,59,0.486703
-98.857179,54,0.501728
-92.360981,53,0.517475
-82.060526,56,0.53654
-76.199214,54,0.550966
-96.230512,50,0.563768
-96.25247,53,0.578193
-93.824788,54,0.595336
-106.559659,62,0.611514
-88.090354,57,0.6303
-97.557486,58,0.647199
-124.109715,61,0.665689
-95.818133,59,0.681009
-93.527588,52,0.694914
-91.162462,60,0.710752
-92.223183,54,0.728817
-89.825168,53,0.743238
-98.53518,66,0.761313
-88.977768,60,0.777869
-98.460582,49,0.792466
-86.636659,55,0.806653
-113.063887,59,0.823031
-108.826874,53,0.837307
-82.147837,58,0.854546
-101.585879,52,0.86814
-98.412179,56,0.882677
-100.527056,53,0.896821
-87.843331,57,0.914419
-96.911064,53,0.930912
-92.643843,61,0.947084
-95.576178,54,0.960463
-83.835029,58,0.977747
-93.08976,62,0.994074
-96.555114,59,1.009346
-109.873142,65,1.028553
-115.310192,69,1.049861
-99.42563,70,1.067359
-88.69269,54,1.081139
-92.33702,59,1.096379
-96.213579,55,1.113437
-98.772911,50,1.128416
-89.145832,61,1.144431
-93.525825,48,1.156532
-98.16514,53,1.173266
-98.045254,60,1.189164
-88.023065,57,1.20456
-90.753269,55,1.220043
-103.954278,60,1.242259
-90.935072,62,1.258343
-90.666924,51,1.271721
-96.474693,59,1.287166
-106.61223,59,1.304972
-86.510004,53,1.318845
-87.322791,62,1.337198
-81.573692,56,1.3512
-93.258736,48,1.365871
-87.138105,58,1.380845
-81.509315,53,1.394602
-106.350199,53,1.408629
-104.460786,63,1.427611
-106.594504,53,1.444936
-95.358157,52,1.458946
-96.228965,52,1.47262
-102.905778,50,1.487143
-108.563806,58,1.50169
-101.40231,55,1.516105
-90.591007,69,1.537082
-99.215167,61,1.55487
-97.75771,60,1.571544
-95.12969,49,1.584481
-98.384362,53,1.599146
-96.157834,57,1.616737
-98.268284,51,1.630758
-98.450625,48,1.644438
-83.518944,55,1.659765
-99.269607,52,1.675969
-93.84474,66,1.692751
-87.716383,63,1.710104
-89.828382,65,1.727332
-96.721302,61,1.748053
-107.156619,56,1.762138
-93.789119,53,1.776388
-80.55879,57,1.791734
-98.707872,55,1.808771
-98.172855,62,1.824793
-98.068257,52,1.841292
-102.606263,53,1.856077
-95.994731,64,1.875386
-74.255754,66,1.893282
-143.272228,69,1.912456
-84.321863,54,1.926849
-113.239199,65,1.949116
-96.638403,50,1.962284
-96.863064,54,1.977484
-93.307801,59,1.993077
-102.180362,51,2.008445
-102.031965,55,2.023108
-106.032812,46,2.035755
-104.670463,55,2.052946
-87.215008,64,2.072319
-104.996348,61,2.089645
-107.770003,66,2.107203
-113.68429,50,2.120513
-89.890279,49,2.136
-102.223063,56,2.153234
-90.921279,57,2.167992
-94.143727,53,2.182384
-99.843596,51,2.198339
-102.396332,67,2.216557
-96.847076,54,2.233156
-90.242729,56,2.250011
-96.111306,64,2.269109
-94.331256,55,2.283896
-94.415811,56,2.298962
-96.038279,54,2.313204
-103.499032,46,2.327749
-101.62988,54,2.342601
-103.714297,60,2.360001
-100.406519,53,2.373658
-100.7046,55,2.390139
-100.499134,54,2.404887
-91.619507,60,2.420358
-88.354944,49,2.434892
-113.648057,69,2.45663
-91.576315,52,2.471374
-93.705179,48,2.483888
-94.190358,53,2.498085
-92.774082,52,2.514081
-101.968499,50,2.527819
-102.776117,45,2.539663
-98.490879,55,2.553477
-110.075096,57,2.572075
-105.786755,56,2.586365
-95.515366,58,2.601249
-92.284811,59,2.616258
-93.941676,57,2.633131
-97.675798,61,2.651177
-99.974599,55,2.667541
-96.857359,51,2.681812
-99.622438,77,2.704527
-101.50737,53,2.719037
-99.410547,61,2.73625
-91.705083,56,2.751444
-95.328576,53,2.770017
-88.525232,58,2.785896
-95.5888,50,2.80005
-89.695557,55,2.81443
-98.407338,67,2.835029
-91.448485,52,2.849632
-93.648417,58,2.867284
-98.22772,61,2.883425
-93.82614,57,2.900542
-91.926212,62,2.917063
-96.497242,57,2.93295
-101.009709,55,2.947838
-102.329809,59,2.967698
-98.680733,59,2.983571
-105.824223,56,2.997925
-105.67038,57,3.012923
-111.4147,64,3.031737
-85.139012,55,3.367369
-10.522036,52,3.65036
-36.912471,61,3.913609
-33.534594,55,4.212287
-14.13348,54,4.480492
-15.72673,54,4.749186
-18.11093,62,5.016899
-26.803392,53,5.324032
-50.205826,53,5.583735
6.104342,58,5.84497
-11.408717,56,6.129663
-29.990783,53,6.40705
-28.799579,53,6.675722
-27.788035,57,6.960769
-23.423925,54,7.274713
-25.636098,59,7.574763
-47.232761,64,7.901273
-39.717343,54,8.248028
-23.304818,57,8.544376
-4.097743,61,8.867951
3.465153,56,9.184242
-53.154784,65,9.494729
12.947975,54,9.84898
-7.005012,55,10.143984
-38.190278,124,10.488672
-156.518083,151,11.198522
-26.759103,56,11.986306
-14.937016,57,12.292737
-61.307155,136,12.641475
-113.851811,165,13.433393
-116.225233,234,14.428879
-19.258217,55,15.604207
-5.767041,55,15.902175
-91.023763,137,16.253145
-27.487607,51,16.974902
-150.900029,100,17.282229
2.208318,52,17.82686
-48.6878,290,18.23508
-2.335403,59,19.700569
-22.622055,58,20.018661
21.608201,56,20.332534
-46.525748,146,20.686528
-74.632958,276,21.556686
25.378799,56,22.933344
-77.879422,199,23.325144
-94.861697,144,24.391835
-71.63744,264,25.246445
-57.844537,157,26.662771
-54.478223,143,27.518028
-104.342021,247,28.344555
-55.162544,140,29.609783
-89.666965,141,30.369309
-91.776416,159,31.153999
-158.747966,120,31.993897
-105.151938,183,32.683944
-123.994767,157,33.672951
-134.319148,202,34.542537
-57.686107,198,35.623891
-16.690667,88,36.629907
-66.788357,122,37.116948
-114.331085,173,37.803949
-33.082646,159,38.729301
-119.343978,169,39.68297
-26.040181,106,40.589975
-11.975801,154,41.21087
-64.551375,108,42.047506
-77.016223,169,42.679415
-54.853422,186,43.624298
-107.049,240,44.722301
-56.034467,126,45.984385
-47.448477,147,46.690295
-76.209106,192,47.520022
-147.157667,98,48.535671
-8.163241,137,49.119785
-72.754807,95,49.852738
-55.160456,159,50.405224
-85.859328,111,51.283746
-123.180855,83,51.882153
-66.300559,198,52.406064
-92.61728,172,53.479523
-73.093811,190,54.444532
-54.09328,133,55.490023
-87.495191,202,56.263863
-90.60806,225,58.212241
-101.747104,110,59.394707
-107.597645,114,59.991951
-17.241687,132,60.60369
-28.348394,121,61.303502
-29.348612,262,62.037376
-81.315802,140,63.407634
-68.198193,155,64.16653
-54.201518,196,65.126912
-107.80581,191,66.40516
-103.278654,240,67.593874
-125.894658,142,68.851205
-35.122732,365,69.779022
-96.98136,174,71.692679
-49.606629,500,72.85147
-107.295623,149,75.401174
-97.983526,171,76.237958
-25.815161,99,77.143424
-96.558904,148,77.723376
-79.273696,135,78.521548
-117.552502,335,79.389582
-44.340606,302,81.214453
-49.189735,359,82.935504
-2.14301,109,84.790683
-93.971358,107,85.382699
-27.542886,104,85.96668
-4.803103,180,86.579942
-23.848218,131,87.547137
-73.096687,104,88.28634
-100.951065,164,88.903172
14.367435,112,89.785713
-81.501572,207,90.448059
-60.481487,151,91.53899
-87.481205,136,92.367702
-92.005997,200,93.158998
-23.467121,139,94.20723
-58.373229,323,95.066323
-93.408024,260,96.792302
-62.811649,362,98.263992
-76.739486,303,100.194848
-84.419563,255,101.950651
-39.457635,241,103.335271
-74.636538,148,104.592844
