#{"t_start": 1698852806.5568736, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-94.045628,57,0.274906
-86.213583,56,0.336191
-79.300075,50,0.389979
-90.336739,72,0.472551
-91.365423,57,0.532547
-82.139555,69,0.607179
-58.295964,63,0.67574
-89.429046,66,0.747045
-95.245241,62,0.813688
-76.826264,67,0.88611
-101.859617,54,0.945352
-108.624981,50,1.000131
-101.294464,53,1.058722
-61.802979,52,1.11487
-91.056158,52,1.172864
-78.16281,59,1.237573
-94.590179,62,1.304035
-83.204958,55,1.365855
-100.950867,55,1.424845
-96.651381,58,1.488333
-88.039533,54,1.545347
-83.790013,54,1.910486
-62.444257,73,1.99272
-71.154898,81,2.079193
-126.494027,69,2.156254
-92.686708,52,2.213211
-71.151712,68,2.292241
-98.14657,57,2.351751
-83.368193,55,2.411981
-98.854769,60,2.477654
-97.541108,72,2.556048
-85.555701,53,2.615256
-79.701884,55,2.675416
-115.598271,62,2.742256
-88.358114,49,2.797182
-84.968117,65,2.869095
-97.547645,50,2.924062
-103.030439,48,2.97921
-97.49457,53,3.03664
-82.942429,52,3.092212
-89.156113,52,3.148024
-65.332632,55,3.20866
-63.767265,69,3.907146
-95.260552,67,4.865741
-110.03452,82,6.068783
-84.828425,84,7.267252
-78.226438,74,8.53527
-75.126956,77,9.985139
-47.325938,71,11.354484
-55.448831,76,12.656521
-77.410979,86,14.167403
-86.61384,90,15.798887
-86.790824,70,17.073011
-80.004067,64,18.151653
-78.038509,73,19.38389
-102.275057,81,20.764747
-75.242956,89,22.312269
-84.029964,56,23.275145
-0.472917,120,25.929272
-90.331957,76,27.367078
-25.30594,124,29.606544
-83.632393,90,31.159122
-71.962767,84,32.655746
-69.906231,77,34.052032
-81.251855,72,35.319368
-55.296189,119,37.376276
-62.386611,83,38.851616
-57.78831,77,40.355802
-87.962459,83,42.032094
-14.30234,113,44.052411
-159.157427,166,47.335926
11.808064,103,49.697713
-39.147245,83,51.22107
-45.745417,82,52.646418
-63.833688,101,54.361516
-161.017039,98,55.994563
-31.338872,96,57.693245
-69.682411,84,59.170841
-32.938023,72,60.443927
-24.181985,90,61.960839
-2.839077,87,63.493311
48.808907,97,65.309535
-7.673808,112,67.490225
59.700422,82,68.857183
-12.918668,95,70.559335
46.948783,89,72.811293
-17.298388,99,74.548002
-17.57504,93,76.133201
-97.577533,105,77.977298
-74.025491,118,80.156286
21.522045,83,81.567635
-158.097293,81,82.984902
-7.057303,95,84.69907
-41.425988,83,86.117754
-184.927925,91,87.762597
25.537368,75,89.112937
15.712649,112,91.0363
-164.833466,86,92.558192
-2.820508,91,94.620788
-100.909041,79,95.948305
-26.533082,78,97.377861
-86.696669,98,99.113064
14.545236,99,100.884008
-30.42664,83,102.633068
17.958018,81,104.236378
-61.303354,89,106.29893
-36.816531,93,108.328465
14.148605,85,110.23403
62.620599,119,112.982188
-40.047057,86,114.871127
1.356367,90,116.839435
-17.248089,86,118.692601
-27.915547,89,121.151614
-24.061977,87,123.101249
21.211906,102,125.277996
30.819339,82,127.047282
-24.610917,94,129.199363
-23.224313,90,131.463406
-72.14781,81,133.156207
-31.504318,81,134.591104
69.211258,88,136.286579
-36.133652,93,137.950817
-30.400371,88,139.507253
45.815449,99,141.300952
7.782326,85,142.76568
-17.374176,98,144.569642
4.175892,113,147.122129
-31.21379,90,148.757848
72.929309,88,150.372824
-76.010709,129,152.611043
-65.931106,104,154.462078
38.503548,87,155.973647
-50.025136,81,157.404799
-14.570259,82,158.988944
-43.681977,97,160.690866
-30.216254,89,162.422023
25.919375,115,164.526822
14.292145,74,165.896109
-27.853324,122,168.104701
-4.805963,83,170.099172
-31.678316,78,171.503406
-0.543576,93,173.207945
-46.072119,97,174.915204
-11.788765,83,176.412014
-14.777503,93,178.019797
-15.800873,114,180.039811
-3.81765,78,181.435498
-23.575825,90,183.114392
2.803948,96,184.75401
26.487495,90,186.404091
-15.429664,84,187.954088
-15.937897,86,189.716559
-16.368215,204,194.821537
52.747508,88,196.745647
46.476884,89,198.73685
31.615521,93,200.814709
59.360622,95,202.874473
19.729496,107,205.174718
26.007493,99,207.33649
19.707674,92,209.459378
-14.806489,94,211.436697
0.718484,95,213.610884
48.497618,159,217.132432
16.900008,95,218.987978
-3.241547,193,223.10584
37.668007,178,226.165765
-9.885495,187,229.559972
54.704206,105,231.320278
-15.56148,119,233.56901
9.810821,122,235.666354
-30.000503,243,239.768142
29.04087,160,243.376858
-29.365049,211,246.979848
36.297771,145,249.518047
2.910385,147,252.240456
76.551648,175,255.276642
1.567632,135,257.535373
28.139708,166,260.43522
-69.753731,500,270.427412
28.891133,149,273.082894
-67.532796,500,281.605076
-34.817379,161,284.332006
-132.756947,141,286.689415
-60.922822,500,297.331932
54.448677,208,300.745407
-69.594116,500,309.247613
42.834927,187,313.301312
-73.36845,500,321.885834
-30.426972,196,325.46743
43.311661,145,327.909696
42.368428,176,331.027766
1.785742,139,333.575582
29.75458,191,337.965265
42.029121,168,341.01626
68.87998,83,342.62361
73.296166,105,344.498057
67.40952,103,346.213351
34.514832,157,348.845445
63.78694,87,350.346354
-18.055987,188,353.605796
63.853778,84,355.043483
83.443966,105,357.90338
-63.443756,500,366.43787
-53.635434,500,375.102037
10.470996,73,376.404619
22.324819,70,377.655627
-65.876295,500,387.278542
28.724682,86,388.719962
-67.764193,500,397.128541
54.878489,82,398.524646
-2.061058,124,400.764479
26.27123,82,403.86977
38.435488,74,405.169617
-77.1137,500,414.023597
-49.786064,500,422.77348
-3.50228,172,426.627059
-51.582587,500,435.201077
-50.025604,500,443.809956
-75.125954,500,453.4487
13.185963,91,454.985479
5.323158,106,456.836261
14.133006,229,460.857017
-60.100162,500,469.853653
73.804736,94,472.559524
53.203879,88,474.141202
19.524795,85,475.544693
-8.393077,90,477.018648
-60.868397,500,485.604443
9.808431,81,486.951852
39.176933,98,488.566989
78.369744,88,490.018502
19.803039,105,492.23545
-45.503707,500,503.877282
58.154049,83,505.771507
52.939127,85,507.654199
12.824234,119,510.327316
1.07938,85,512.148924
-4.587978,129,514.896421
