#{"t_start": 1698848918.743812, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-50.0,58,0.271521
-50.0,51,0.32484
-50.0,75,0.400996
-50.0,59,0.46221
-50.0,77,0.538191
-50.0,55,0.59295
-50.0,52,0.646632
-50.0,54,0.700209
-50.0,49,0.751339
-50.0,57,0.807951
-50.0,49,0.858672
-50.0,61,0.919844
-50.0,50,0.971152
-50.0,56,1.027714
-50.0,53,1.082421
-50.0,73,1.154998
-50.0,66,1.220813
-50.0,55,1.277367
-50.0,54,1.331022
-50.0,61,1.393354
-50.0,72,1.468457
-50.0,56,1.815817
-50.0,52,1.869905
-50.0,55,1.925173
-50.0,58,1.984485
-50.0,66,2.049371
-50.0,66,2.114069
-50.0,53,2.168973
-50.0,68,2.23802
-50.0,50,2.287928
-50.0,43,2.332463
-50.0,68,2.400677
-50.0,73,2.476085
-50.0,59,2.534812
-50.0,51,2.587754
-50.0,71,2.657208
-50.0,62,2.720094
-50.0,53,2.775202
-50.0,67,2.843159
-50.0,60,2.904418
-50.0,48,2.953527
-50.0,53,3.005946
-50.0,60,3.683693
-50.0,56,4.472278
-50.0,50,5.154341
-50.0,60,5.973321
-50.0,55,6.716387
-50.0,62,7.561189
-50.0,52,8.274033
-50.0,50,8.96207
-50.0,56,9.753665
-50.0,55,10.508737
-50.0,65,11.403582
-50.0,64,12.283232
-50.0,52,13.045283
-50.0,59,13.876278
-50.0,53,14.623528
-50.0,62,15.522952
-50.0,53,16.269279
-50.0,57,17.070817
-50.0,55,17.843357
-50.0,65,18.75422
-50.0,72,19.864636
-50.0,58,20.691516
-50.0,55,21.744485
-50.0,57,22.546714
-50.0,51,23.265968
-50.0,63,24.150921
-50.0,53,24.900408
-50.0,56,25.726934
-50.0,54,26.500389
-50.0,75,27.563436
-50.0,56,28.397225
-50.0,65,29.357595
-50.0,57,30.233604
-50.0,67,31.249186
-50.0,63,32.151495
-50.0,57,32.978717
-50.0,56,33.765337
-50.0,58,34.638508
-50.0,81,35.79983
-50.0,83,36.969441
-50.0,56,37.770817
-50.0,67,38.798051
-50.0,68,40.405891
-50.0,77,41.510632
-50.0,78,42.681499
-50.0,69,43.939587
-50.0,162,46.401954
-50.0,89,47.711337
-50.0,107,49.368843
-50.0,95,51.189271
-50.0,93,52.600752
-50.0,219,55.756354
-50.0,126,57.530416
-50.0,128,59.959866
-50.0,156,62.166074
-50.0,177,64.666135
-50.0,176,67.165539
-50.0,105,68.647732
-50.0,113,70.296646
-50.0,131,72.139169
-50.0,285,76.17903
-50.0,133,78.766146
-50.0,115,80.459404
-50.0,259,84.140054
-50.0,128,85.963554
-50.0,105,87.458658
-50.0,111,89.09558
-50.0,117,90.795686
-50.0,108,92.495239
-50.0,199,95.424617
-50.0,115,97.922031
-50.0,106,99.629848
-50.0,159,101.883495
-50.0,121,103.649311
-50.0,128,105.620933
-50.0,128,107.613417
-50.0,109,109.16439
-50.0,178,111.707587
-50.0,168,114.193497
-50.0,136,117.168734
-50.0,168,119.912246
-50.0,92,121.277793
-50.0,170,123.684738
-50.0,120,125.37393
-50.0,143,127.436237
-50.0,108,128.986222
-50.0,190,131.723883
-50.0,179,134.220287
-50.0,141,136.886543
-50.0,124,138.642256
-50.0,184,141.263292
-50.0,160,143.526123
-50.0,229,146.780025
-50.0,307,151.451069
-50.0,206,156.455416
0.0,500,163.890352
0.0,500,171.259233
-50.0,262,177.350745
0.0,500,184.386591
0.0,500,191.327623
0.0,500,200.488749
0.0,500,207.81709
0.0,500,218.398735
0.0,500,226.491894
0.0,500,234.552871
0.0,500,245.149454
0.0,500,252.699115
0.0,500,262.401092
0.0,500,270.940568
0.0,500,279.259297
0.0,500,289.816051
0.0,500,297.976416
0.0,500,308.690339
0.0,500,315.966341
0.0,500,323.381002
0.0,500,333.523507
0.0,500,341.861322
0.0,500,351.696386
