#{"t_start": 1698763329.49815, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-99.866081,65,0.304013
-99.976589,63,0.373373
-99.981104,45,0.42002
-99.959281,50,0.476278
-99.858137,52,0.534231
-99.950269,50,0.590153
-99.975422,50,0.645376
-99.983303,61,0.714118
-99.965023,52,0.773444
-99.99459,60,0.838022
-99.972455,55,0.898868
-99.986434,52,0.957616
-99.990267,59,1.020471
-99.976763,48,1.072519
-99.990546,72,1.15711
-99.953091,53,1.214104
-99.94929,53,1.271577
-99.773023,69,1.346727
-99.695352,51,1.401052
-99.990359,49,1.455581
-99.980196,53,1.513899
-99.97177,71,1.592911
-99.861783,51,2.293142
-99.961567,47,2.753147
-99.970431,52,3.257317
-99.923948,64,3.883934
-99.910305,67,4.540342
-99.925351,54,5.105654
-99.653346,50,5.604775
-99.990136,59,6.192916
-99.977579,69,6.946167
-99.747688,64,7.641946
-99.811563,58,8.217053
-99.622934,80,9.009883
-99.860548,54,9.566161
-99.972278,56,10.145508
-99.992191,57,10.736972
-99.618335,74,11.479547
-99.970165,58,12.065437
-99.96691,61,12.694574
-99.973891,47,13.226515
-99.991226,76,14.047144
-99.955246,58,14.705794
-99.990238,57,15.655539
-99.785768,55,16.238625
-99.994638,74,17.121332
-99.973248,56,17.764291
-99.883815,55,18.346967
-99.924628,53,18.910673
-99.958617,56,19.51851
-99.981332,66,20.259991
-99.981321,51,20.829158
-99.96882,53,21.386757
-99.802511,82,22.266605
-99.875166,63,22.92731
-99.97688,74,23.717855
-99.99041,57,24.309014
-99.901604,63,24.966566
-99.841231,63,25.621274
-99.975989,64,26.329756
-99.925918,66,27.00036
-99.813174,58,27.593979
-99.953777,62,28.222744
-99.978364,76,29.312631
-99.790939,58,29.942369
-99.872884,61,30.561207
-99.561796,94,31.598541
-99.945504,87,32.556845
-99.527704,83,33.483038
-99.983017,79,34.293556
-99.696816,62,34.926663
-99.96782,59,35.527074
-99.989028,67,36.281825
-99.825897,73,37.115496
-99.448487,78,37.92395
-99.613789,96,38.893909
-99.93651,63,39.543835
-99.708473,93,40.501494
-99.722688,77,41.283318
-99.64189,86,42.728145
-99.895735,85,43.588624
-99.981891,93,44.531906
-97.072737,156,46.110718
-99.6962,97,47.089035
-99.878815,98,48.0883
-98.85093,123,49.320724
-99.451961,116,50.701368
-99.006909,103,51.795013
-99.939984,116,52.965933
-99.264465,125,54.222823
