#{"t_start": 1700763218.201905, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-99.225924,58,0.328233
-85.679069,59,0.408944
-104.277064,51,0.479653
-113.796452,62,0.565804
-87.997956,54,0.639296
-111.469584,58,0.719398
-93.380947,55,0.793956
-91.216493,49,0.860733
-84.818324,60,2.105251
-113.025792,66,2.195015
-118.34389,69,2.618555
-83.151217,62,2.702046
-87.093349,55,2.770861
-93.991181,51,2.831144
-68.867579,67,2.914223
-109.644287,53,2.980886
-83.188963,58,3.051484
-101.610742,54,4.273326
-63.512888,67,4.361891
-70.283713,58,4.437866
-74.139044,87,4.900423
-83.458716,57,4.976604
-81.131898,60,5.055028
-78.267496,55,5.121969
-93.369247,56,5.190316
-35.417962,101,6.466459
-47.318354,69,6.55665
-63.836864,70,6.644911
-45.069402,54,6.71293
-84.582393,55,6.791926
-81.078017,55,7.244144
-69.973953,57,7.316287
-76.792835,66,8.539503
-75.104517,74,8.641348
-60.525725,68,8.731171
-72.909594,89,8.846703
-68.796458,58,8.919731
-45.910338,60,8.996646
-34.377937,74,9.087246
-90.791165,79,10.716198
-70.925785,65,10.799301
-52.443392,75,10.901458
-75.653838,70,11.001559
-37.352227,81,11.108994
-54.255008,87,11.218876
-55.323795,58,11.289664
-35.525084,101,12.562274
-63.468568,89,13.056049
-70.18815,82,13.163013
-33.327405,73,13.254631
-33.989227,80,13.348599
-67.422414,82,13.445592
-75.492024,77,14.68834
-53.607321,84,14.801281
-62.089643,77,14.898962
-43.799396,80,15.377207
-195.573777,84,15.481346
-25.96147,95,15.597247
-16.982415,97,16.939231
-26.49368,83,17.039538
-49.988898,74,17.126615
-179.952102,94,17.242126
18.599165,71,17.328078
-199.965886,87,17.813899
40.071845,73,19.091728
-26.106585,80,19.193683
-60.42005,73,19.298377
-36.676014,79,19.401419
-109.354473,83,19.50538
-148.408549,96,19.625316
-30.579475,77,21.214511
-58.274461,66,21.29562
-31.307068,91,21.406757
-61.579131,70,21.492481
-46.410025,78,21.590698
-43.011641,87,21.697907
-8.44904,84,21.800066
-43.801446,83,23.063078
7.633033,82,23.551204
-61.523174,79,23.646511
-70.254147,77,23.736264
-27.702957,91,23.845102
-33.687904,65,23.921948
-10.193845,77,25.159425
-46.851067,87,25.26606
-58.676883,68,25.347884
-46.667122,77,25.84043
-213.829282,97,25.957644
-25.698331,96,26.073459
-10.699606,77,27.314272
20.253031,77,27.411907
-51.639961,77,27.508361
-196.779473,93,27.6217
-68.418931,80,28.091542
-9.360065,78,28.192494
-75.372124,86,29.455647
-26.00126,88,29.566203
-41.702737,80,29.67249
-35.896384,74,29.76861
-53.809754,76,29.862361
24.372773,75,29.953749
29.085908,73,31.557958
-40.044405,87,31.667921
-118.258502,113,31.803305
-36.427807,97,31.920178
-29.906016,82,32.014929
-194.879713,99,32.134543
21.393692,74,33.381946
-29.367065,94,33.858607
-188.528283,105,33.987867
-0.321703,92,34.098188
-15.208167,78,34.192132
-41.83286,83,35.444809
75.542332,92,35.559427
-29.759255,96,35.673601
-17.706352,105,36.178751
30.120235,82,36.279403
23.060087,79,36.374932
54.367629,109,37.657159
-14.642299,91,37.769062
-22.058538,92,37.880684
-7.477306,86,37.986198
-11.605904,91,38.443639
35.194788,93,39.707979
59.647127,95,39.82506
-110.165613,102,39.951377
-18.084401,100,40.071697
30.508465,76,40.163336
-4.073873,75,40.251164
72.285107,87,41.85669
-34.299985,83,41.967369
22.893071,92,42.087752
45.425448,88,42.197449
-34.33361,93,42.311985
-25.711463,99,43.58308
-8.767843,94,43.711538
14.440579,92,44.165665
3.065824,106,44.291697
7.67896,118,44.432198
-4.133692,102,45.710769
-12.816466,103,45.852693
-62.118824,108,45.996665
-19.3716,97,46.459677
93.048221,100,46.582233
-27.424234,98,47.870497
24.015967,82,47.976046
7.139438,96,48.097993
-40.080024,92,48.212203
-37.042671,90,48.640115
44.529267,86,48.74693
49.794663,90,50.015843
-15.651464,88,50.124635
-36.708619,96,50.23669
15.936447,112,50.368848
95.281978,118,50.50999
80.294341,85,52.088683
49.012141,107,52.225305
49.588987,93,52.334441
72.560711,97,52.450012
-8.1125,109,52.586764
-8.028912,88,53.859719
-18.313349,88,54.268102
11.681442,85,54.376723
76.387758,98,54.495882
1.258093,84,54.599569
14.107343,129,55.941058
58.318536,108,56.071265
22.455849,103,56.474202
-1.64837,80,56.57493
-17.99223,76,56.664155
3.369562,98,57.946226
-18.175254,71,58.03593
6.750944,79,58.134471
50.820044,106,58.261516
55.939015,75,58.355214
49.633854,81,58.74987
57.06812,87,60.006607
40.034043,84,60.110288
-14.091978,68,60.195828
5.027927,77,60.293287
39.951092,72,60.383005
28.35137,86,60.490419
38.043899,70,60.573441
54.267087,83,62.106286
4.108937,73,62.196226
-13.228116,92,62.306478
-17.477911,94,62.418627
-15.325947,81,62.519057
85.573255,88,62.625901
-5.318583,88,63.883179
46.409455,94,64.327023
79.13973,100,64.459988
37.130099,72,64.561997
37.925346,95,64.680048
8.368004,76,65.953988
15.876337,68,66.04266
38.318965,92,66.160874
1.379016,83,66.261792
51.230357,69,66.678728
-4.199194,89,66.797159
-26.361575,70,66.882861
-0.164067,67,68.133687
10.788347,83,68.244605
4.155745,70,68.330702
54.432673,90,68.440905
81.47333,80,68.545655
-15.959468,63,68.940956
9.365769,90,70.227104
44.017407,85,70.332928
-6.384442,79,70.428056
0.920858,76,70.518292
27.777539,68,70.59947
-2.170598,89,70.704651
1.5648,73,70.791108
67.445316,74,72.344151
0.520273,86,72.44924
55.645821,78,72.541625
54.547831,83,72.641108
9.000747,70,72.724054
22.619271,77,72.820425
56.238075,93,74.104219
46.037607,73,74.20046
1.426228,67,74.579097
-18.853357,63,74.657592
24.579398,74,74.743682
85.124446,82,74.839427
-5.425682,73,74.929988
91.349283,82,76.297614
7.702858,68,76.397036
1.098666,70,76.487082
35.126085,82,76.88101
-13.176619,69,76.967249
-4.238048,73,77.054796
49.820064,76,78.304007
22.491479,75,78.401908
59.392279,71,78.491797
82.504273,76,78.586141
14.377848,90,78.691604
-18.958224,74,79.068229
0.536796,69,79.160754
48.880412,68,80.427749
9.542431,73,80.524882
53.759341,76,80.621118
53.942775,80,80.720791
87.849726,80,80.813762
-12.789558,84,80.911716
60.654541,73,81.000006
33.181125,66,82.549572
54.737565,69,82.633142
107.388989,85,82.734676
50.422124,70,82.815202
27.656108,85,82.913529
64.109839,72,82.998525
18.788413,71,84.232025
87.983445,94,84.353979
57.470402,74,84.749236
3.186377,87,84.857788
38.705335,76,84.947942
65.125453,82,85.043377
79.71095,75,85.133157
52.98675,71,86.432371
6.36338,65,86.515074
79.712773,78,86.615073
75.228429,80,87.02904
92.939765,76,87.121064
-2.5501,74,87.20922
49.594302,74,88.465827
22.26852,70,88.560412
71.721611,82,88.670624
94.230215,91,88.782884
82.307933,75,88.877199
62.60463,90,89.272593
15.493965,68,89.356462
77.911583,77,90.646748
96.240401,94,90.767966
94.072194,89,90.877906
69.960959,81,90.976104
-2.505303,70,91.057968
101.040983,91,91.171215
22.376849,67,92.72512
22.20294,68,92.814556
-8.710773,69,92.9015
10.458914,69,92.988371
-1.085306,73,93.07851
22.101748,69,93.163176
-2.807226,61,93.236574
6.941574,71,94.487334
93.786334,90,94.917024
46.847292,68,95.005167
43.301986,68,95.096434
48.915822,73,95.194217
44.328917,75,95.279995
-3.17846,66,95.353893
-7.7026,72,96.608992
20.937974,70,96.692035
54.982778,73,96.777439
10.614093,70,97.184561
7.255684,68,97.269168
15.6627,63,97.343602
74.754132,70,97.427873
104.869227,76,98.682683
31.92009,70,98.77623
98.005128,89,98.890367
1.015061,71,98.985302
82.739483,87,99.095335
69.359655,73,99.496002
32.154634,75,100.727517
72.03269,74,100.826554
35.159325,74,100.923981
91.942556,93,101.04145
118.064691,99,101.161665
46.808589,79,101.253365
1.526475,76,102.805332
35.251313,86,102.917851
11.469085,74,103.009408
13.636182,70,103.095158
56.51452,75,103.190154
-73.634628,90,103.315805
18.493183,80,103.428789
76.153187,76,104.671945
75.939161,85,105.118092
96.86415,87,105.226258
28.479239,72,105.320686
64.883628,79,105.422529
47.725794,75,105.51384
8.476829,74,106.84458
93.174147,99,106.967102
104.840793,85,107.070404
42.543284,79,107.501296
0.820897,71,107.596307
104.038276,93,107.726682
20.690827,86,109.010747
-2.724742,75,109.110548
71.493792,78,109.210115
47.806346,72,109.302445
12.423244,77,109.400663
3.373371,74,109.85327
20.689352,76,109.955596
96.917565,89,111.250952
38.574806,74,111.34854
11.888178,77,111.444569
95.718538,87,111.547253
82.605607,84,111.646775
23.58748,69,111.727708
-1.019492,70,113.303963
76.291572,74,113.397076
16.485915,71,113.4788
94.127152,87,113.578256
73.322211,86,113.681316
-0.744233,74,113.774803
69.056181,92,115.050764
