#{"t_start": 1698766990.5452323, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-100.0,73,0.367549
-100.0,66,0.505687
-100.0,60,0.632048
-100.0,51,0.740288
-100.0,71,0.89034
-100.0,52,1.001856
-100.0,56,1.120347
-100.0,59,1.245519
-100.0,55,1.340785
-100.0,55,1.433757
-100.0,52,1.524668
-100.0,48,1.601581
-100.0,51,1.692092
-100.0,63,1.798446
-100.0,54,1.886908
-100.0,52,1.964816
-100.0,49,2.026868
-100.0,47,2.084951
-100.0,53,2.155787
-100.0,52,2.221901
-100.0,58,2.310826
-100.0,49,2.377264
0.0,500,64.357576
379.034653,87,74.616394
314.121773,129,89.917833
197.314825,50,95.932282
102.359732,59,102.93757
352.474295,76,112.45054
654.775241,67,120.457349
195.414499,67,128.219056
203.099492,56,134.611489
437.991444,53,140.638376
737.00278,61,148.151927
196.558441,62,155.642638
383.677028,64,163.749811
310.477859,77,172.636125
110.777557,95,185.157246
607.904372,55,192.419225
460.841345,56,199.117341
