#{"t_start": 1697132138.4705913, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-99.99404,53,0.287101
-99.992499,56,0.374433
-99.912107,56,0.461337
-99.887824,58,0.550268
-99.636259,52,0.629835
-99.821459,53,0.709642
-99.897927,51,0.787671
-99.938196,51,0.865683
-99.678391,56,0.952392
-99.989935,54,2.207006
-99.877824,57,2.292815
-99.992548,51,2.587492
-99.983445,52,2.667436
-99.947082,56,2.754538
-99.810397,63,2.852477
-99.752608,57,2.941074
-99.980318,58,3.031692
-99.789782,57,3.119224
-99.989694,55,4.360327
-99.891187,53,4.439638
-99.968669,54,4.520475
-99.985015,55,4.602826
-99.96867,55,4.890569
-99.671818,57,4.976033
-99.855872,51,5.05369
-99.966595,57,5.13934
-99.881657,60,5.228795
-99.673287,57,6.448129
-99.805826,76,6.559808
-99.544162,68,6.659232
-99.988787,68,6.759423
-99.958606,64,6.853601
-99.717463,56,7.148569
-99.9901,69,7.250168
-99.761934,74,8.497123
-99.930642,79,8.613895
-99.97523,55,8.695663
-99.929901,76,8.807758
-99.950768,66,8.905771
-99.948335,72,9.012047
-99.987853,64,9.106788
-99.992824,57,9.190987
-99.972433,72,10.667747
-99.775091,58,10.752665
-99.973539,63,10.84629
-99.923773,82,10.967213
-99.890231,71,11.07182
-99.655677,78,11.186602
-99.937284,61,11.277031
-99.750173,65,12.501889
-99.897145,73,12.609619
-99.546742,71,13.032658
-99.586559,72,13.138177
-99.970535,67,13.236641
-99.801481,99,13.383239
-99.607474,73,13.490828
-99.89859,72,14.722935
-99.52232,86,14.84862
-99.851146,85,14.973144
-99.842626,78,15.416993
-99.658647,76,15.528507
-99.584978,85,15.652962
-99.94689,76,16.900436
-99.756606,80,17.018266
-99.782005,88,17.148246
-99.892939,69,17.248779
-99.962535,93,17.752865
-99.962627,64,17.845187
-99.860639,69,19.075451
-99.977356,90,19.206669
-99.807913,66,19.303535
-99.973818,78,19.417372
-99.916703,92,19.551702
-99.963646,69,19.653207
-99.933516,80,19.769234
-99.745376,95,21.393341
-99.894406,99,21.538531
-99.987999,89,21.668538
-99.850712,82,21.787323
-99.926486,104,21.93981
-99.881096,82,23.190857
-99.922822,105,24.012443
-99.96368,91,24.14448
-99.704748,107,24.300454
-99.851423,127,24.484779
-99.731554,119,25.796132
-99.483158,116,25.963287
-99.910679,128,26.455195
-98.031259,180,27.853501
-99.509573,103,28.001772
-99.557552,111,28.162841
-48.537493,186,28.691216
-99.941123,144,30.024972
-97.856888,177,30.278488
-49.837685,156,30.505942
-96.183497,108,30.661935
9.006093,138,32.207925
-49.356653,86,32.337114
-49.415403,100,32.483344
9.648839,229,33.960908
-99.078303,108,34.311052
-49.732459,90,34.441938
-49.881521,74,34.550961
-46.580661,89,34.684428
-49.937593,97,35.96129
-44.36258,90,36.096994
-49.651374,135,36.305881
-47.776248,94,36.637242
-45.847323,91,36.771286
-49.909398,111,38.0874
3.008806,107,38.25517
6.089362,82,38.38825
-49.911788,79,38.509571
-49.693751,78,38.818464
3.76736,82,38.946373
-48.401775,82,40.216656
-47.879593,117,40.400114
3.322134,89,40.538757
5.874358,95,40.684895
-47.873369,79,40.81194
5.190631,82,42.257196
-49.658779,97,42.411147
7.36262,75,42.536253
7.890982,64,42.639767
-48.546559,86,42.771268
-48.772768,76,42.897223
-49.217342,90,43.046506
5.907259,87,44.354933
-49.729527,64,44.648438
-49.506457,71,44.763855
11.76468,71,44.879468
-49.865769,65,44.980867
7.922028,72,45.098308
-49.729639,70,45.213459
-49.158427,61,46.472745
-49.890587,62,46.573368
-48.84564,94,46.721539
-47.989564,86,47.044319
6.367028,82,47.175804
2.809565,74,47.295942
9.394701,71,48.566389
5.814675,88,48.715635
-46.622093,74,48.838927
-49.200948,70,48.945006
-49.825449,65,49.047929
3.377506,76,49.346071
10.684569,88,49.488298
3.600791,73,50.762061
4.097859,76,50.886005
-48.126655,88,51.028492
-49.53481,60,51.121922
3.46549,62,51.221355
-48.312178,92,51.364051
7.874768,81,52.820697
-48.861491,62,52.924145
-49.587114,68,53.027679
3.154847,76,53.151288
4.064903,98,53.307569
-49.533355,58,53.401151
-48.23467,73,53.513335
-48.912975,69,54.78146
2.06425,112,55.144576
3.512286,106,55.317768
-48.533481,71,55.432147
-47.573511,94,55.580184
6.763782,72,55.700227
-48.026055,63,56.967802
6.858374,71,57.085235
-49.391713,59,57.184927
-49.533874,66,57.293511
3.938485,90,57.61527
-48.117974,64,57.718163
3.195122,89,57.864062
8.166241,70,59.134583
7.394227,87,59.277727
4.403195,79,59.410217
-46.812839,68,59.52447
-49.794086,57,59.619163
7.061169,63,59.90249
8.357044,61,60.007013
-49.829078,60,61.258925
-49.721275,58,61.357584
-49.798401,61,61.453244
2.328132,86,61.597991
-47.902631,62,61.700009
-49.585694,57,61.792789
-49.021325,60,61.890143
-49.372876,57,61.983561
2.810903,67,63.424951
5.113136,77,63.554135
-48.677647,75,63.676054
2.893104,83,63.813626
5.156396,69,63.927928
3.440491,86,64.069494
4.582753,97,65.380255
5.259053,67,65.491703
-49.758384,58,65.767969
-49.844393,54,65.858273
-49.349268,56,65.947124
-98.097975,99,66.116976
2.915725,89,66.260078
7.184542,85,67.552301
7.712004,86,67.699724
3.812321,63,67.801145
-49.110303,60,67.900882
3.828914,93,68.241449
3.983518,95,68.396795
-49.609378,60,68.49408
-49.017588,61,69.760349
-49.827033,56,69.857242
5.310665,98,70.02961
5.441569,80,70.164857
-48.902434,67,70.285399
6.325314,100,70.654351
-49.795573,57,70.749835
-48.509297,66,72.040454
-48.92883,57,72.133135
-48.262858,58,72.232668
4.600377,84,72.376959
-49.606547,57,72.473739
9.336785,92,72.633247
4.632358,70,72.757334
7.074107,60,74.2238
4.04863,65,74.333706
-48.992365,78,74.470954
5.342007,77,74.603713
3.783626,79,74.740245
5.870292,92,74.89516
-49.87053,57,74.990562
-49.827781,55,76.252253
7.09977,76,76.383604
4.575847,85,76.725147
4.342555,72,76.849371
5.228927,69,76.971092
6.168518,71,77.091555
-48.286935,59,77.188598
5.376929,73,78.496693
5.017452,74,78.621465
5.180872,80,78.759631
2.602244,56,79.0396
-49.90006,54,79.13163
5.569796,68,79.249634
4.39553,72,79.377015
-49.749543,56,80.650455
9.140183,83,80.801741
8.037935,73,80.930357
9.430415,68,81.04771
7.197322,64,81.158019
-49.228505,57,81.256968
-48.493939,57,81.551851
-47.770942,56,81.646974
6.155081,82,82.97095
5.414304,61,83.082166
2.828972,77,83.212838
-49.430015,59,83.319002
-48.5396,61,83.422966
9.550836,88,83.572309
15.528055,87,83.724001
5.739115,71,85.259265
8.484382,85,85.412969
3.27696,75,85.542338
4.701954,85,85.693474
10.836311,85,85.837498
4.922677,62,85.942525
2.996158,71,87.249601
4.288661,62,87.35459
-49.648334,58,87.653358
5.827555,82,87.791325
8.914988,68,87.90555
12.729797,85,88.054619
-49.839357,58,88.15695
6.049534,87,89.482053
6.003052,88,89.631908
-45.553512,87,89.783805
-48.961712,58,90.062036
5.149357,89,90.215171
5.897647,88,90.370238
7.026594,70,90.486413
-49.598048,62,91.796081
8.393702,87,91.945691
-48.09628,74,92.067901
5.968984,63,92.175328
-48.81561,91,92.333258
-48.56795,65,92.664999
5.638265,86,93.998418
-48.286182,60,94.102311
8.272396,84,94.240436
-49.826351,61,94.345399
5.706592,77,94.480539
14.286392,93,94.645319
6.407065,77,94.772736
10.882759,79,96.304126
10.461036,65,96.41251
-49.842155,61,96.510331
7.695201,66,96.628575
3.590967,65,96.738266
5.972631,86,96.880853
6.471803,89,97.032605
-41.023575,184,98.707451
-49.779501,59,98.800103
7.173894,91,98.947967
8.958671,68,99.055679
-49.256538,70,99.176759
4.144993,70,100.47086
7.104302,86,100.623063
9.664186,68,100.736673
3.538587,62,100.841741
10.82731,84,101.183318
-49.13934,65,101.293564
7.848586,75,101.4232
-38.489383,113,102.793319
3.069614,72,102.911903
3.329674,81,103.052863
4.453676,80,103.186748
12.557282,82,103.531109
5.597874,92,103.684589
9.494357,90,104.99949
3.034355,72,105.120895
2.954445,61,105.229174
6.362282,69,105.346054
4.837232,75,105.473716
6.187308,75,105.598887
6.879608,85,107.109792
2.662886,71,107.22717
12.549272,89,107.379632
