#{"t_start": 1697466072.361915, "env_id": "turbolander-2d-custom-v1"}
r,l,t
791.906878,74,0.319435
790.801889,102,0.482409
861.120049,141,0.77988
904.412202,110,1.006896
877.845959,104,2.58569
881.519565,111,3.230811
868.327748,57,3.355468
881.511856,81,3.537273
864.267399,112,3.788151
834.497278,108,3.976413
896.241229,84,5.27685
864.380524,99,5.433678
865.991277,73,5.97496
851.855344,116,6.182093
906.796384,100,6.362239
950.5,198,7.96648
817.922434,93,8.138978
803.748463,82,8.287854
803.673603,90,8.789337
922.766538,64,8.906329
818.043752,85,10.728722
866.941062,93,10.86948
848.776703,77,11.029197
820.991109,98,11.244315
869.39567,99,11.46277
819.636334,89,13.385465
832.500174,133,13.586783
912.478487,109,13.773861
830.136427,104,13.962473
966.75,133,16.233266
898.008069,103,16.461429
813.591674,135,17.236852
825.990377,95,17.378539
848.791926,122,17.559881
859.967644,94,19.03586
808.177881,122,19.257313
862.266608,85,19.778307
797.636038,88,19.940638
949.75,201,21.53831
848.372765,81,21.690702
889.434937,77,21.829185
863.955769,155,22.576108
849.875676,72,22.684362
951.0,196,24.215175
838.027971,103,24.399352
897.958492,108,24.59575
900.886427,82,24.743338
918.074265,126,26.64709
837.941828,97,26.822434
845.098016,106,27.01974
830.36878,85,27.192324
900.742888,80,27.336505
951.5,194,29.298828
911.879917,95,29.439688
773.603807,65,29.533715
820.125107,98,29.680834
892.11197,90,29.814018
879.045751,139,31.207844
875.537822,88,31.33713
840.882541,80,31.81218
823.319962,107,31.968477
905.058931,105,32.122927
800.23818,88,33.428369
909.777502,72,33.534748
908.728019,123,33.71587
852.706436,72,33.82346
809.356533,118,34.333785
919.291001,159,35.744807
850.984388,76,35.857351
883.41234,101,36.00699
843.31865,86,36.134832
861.872649,142,37.822565
863.635575,119,37.998307
778.188294,97,38.142849
686.817495,155,38.372375
902.187704,109,39.715408
832.385953,92,39.859588
964.0,144,40.430864
941.525804,64,40.52525
812.182194,77,40.639697
866.290043,74,40.748356
843.863802,87,42.089122
962.75,149,42.311717
859.047389,121,42.767105
876.300737,118,42.943799
811.4793,122,44.305511
875.191532,96,44.446671
983.5,66,44.544461
885.96432,152,44.777423
826.440441,101,45.247001
909.49153,83,46.572613
985.75,57,46.657112
850.052209,103,46.810556
821.300858,90,46.944211
845.790083,90,47.077523
816.041108,112,48.762035
979.0,84,48.89272
875.925742,60,48.985489
789.230336,121,49.168146
892.026307,63,49.260294
812.01764,111,49.423931
857.329461,107,50.750367
875.937284,103,51.236925
907.534192,65,51.332291
814.577752,68,51.431998
797.608927,98,51.5751
886.110591,72,51.680024
855.749961,123,53.008244
854.435931,97,53.148479
772.276484,124,53.653812
799.597745,81,53.770095
878.650032,103,53.918225
877.394612,122,55.233405
786.440444,87,55.358807
795.64417,116,55.527294
817.088888,93,55.997989
820.372011,73,56.101996
881.158874,145,57.447065
809.222763,90,57.574247
978.75,85,57.69647
791.174925,69,57.795503
896.043573,112,57.958232
841.352966,60,59.48327
905.348524,89,59.611661
924.989714,80,59.725857
810.631347,96,59.86496
971.75,113,60.026603
873.375301,129,61.34755
895.822066,80,61.801408
921.652981,66,61.896489
803.526702,92,62.028437
897.276413,88,62.154057
860.528856,92,62.286059
809.313833,151,63.648142
837.074561,86,63.771418
828.600387,86,64.273561
918.743907,179,64.53915
854.649852,122,65.859745
947.25,211,66.162934
866.071462,102,66.662929
841.979016,57,66.745939
837.33283,70,67.998699
895.467404,103,68.149487
876.966462,83,68.277355
867.579727,97,68.422511
832.111368,89,68.556915
744.997017,106,70.207399
637.136399,151,70.428339
888.349033,104,70.580946
877.766971,128,70.765218
766.370922,112,72.122115
909.087266,95,72.261325
883.349682,143,72.910289
699.095819,85,73.033428
974.0,104,73.181014
984.0,64,73.273781
807.717485,108,74.59008
970.75,117,74.75933
830.612124,86,75.258967
837.501421,108,75.415577
981.0,76,75.526963
794.75574,87,76.806408
731.832007,61,76.894016
822.5267,102,77.043102
807.353157,93,77.177134
836.112477,91,77.695816
883.721107,143,79.05187
840.288013,109,79.207861
824.892458,89,79.337328
878.949961,91,79.469982
807.349477,80,79.590093
832.867842,71,81.172349
949.25,203,81.466321
980.0,80,81.582084
889.509784,132,81.772495
970.75,117,83.098935
828.821431,65,83.218632
957.5,170,83.76817
851.338288,82,83.887712
898.731223,75,83.996163
847.339707,64,84.089292
899.414504,81,85.386533
976.25,95,85.529287
981.75,73,85.64016
853.109323,94,86.125095
863.524577,110,86.288404
870.46698,72,87.587737
878.681196,89,87.718356
829.584361,87,87.844524
879.881998,96,87.985119
890.845383,93,88.448319
788.963446,72,88.553606
834.03424,111,89.914598
797.370461,138,90.117123
889.194374,126,90.302706
812.238788,107,90.459204
894.014397,109,92.094412
864.14531,74,92.201515
911.11589,102,92.356315
810.459267,112,92.520726
805.77537,98,92.662011
864.818842,77,93.9289
815.233862,133,94.436261
824.231971,74,94.543878
809.392748,115,94.710052
831.27812,100,94.853317
790.416044,62,94.943778
799.709383,97,96.282482
976.75,93,96.417924
840.20563,95,96.882136
874.39352,88,97.011025
896.79279,81,97.127517
820.862868,89,98.424675
880.601639,126,98.613676
815.973469,77,98.72813
882.296522,60,98.81898
845.623413,73,98.928812
872.302536,89,99.388479
830.297271,104,100.733193
843.898827,84,100.859026
874.336926,149,101.095634
839.475657,87,101.22672
827.481716,72,101.334877
966.5,134,103.030838
831.916949,120,103.202964
860.33302,83,103.323445
851.124323,104,103.473526
856.67692,58,103.55818
820.230606,85,104.838864
817.975401,115,105.306409
840.084219,63,105.397191
828.505992,136,105.595347
853.39428,117,105.763412
825.79633,92,107.055938
908.713573,81,107.172166
889.842964,96,107.312793
858.622291,71,107.866526
807.070369,119,108.038429
845.175406,87,109.332605
880.391073,108,109.489989
810.729835,100,109.638277
979.75,81,109.758399
836.066931,89,110.246526
862.24655,96,110.388113
905.079572,83,111.915015
838.623319,77,112.043766
877.570052,79,112.160095
876.415398,105,112.314675
838.034291,96,112.455588
827.353764,88,114.164372
869.047262,85,114.291316
883.094005,112,114.460628
853.695089,101,114.611042
894.554569,156,114.844861
894.444716,109,116.199895
835.334658,97,116.681103
742.500005,94,116.822548
813.396449,100,116.974331
861.363456,112,117.154052
831.943304,89,118.472585
847.710501,89,118.605343
863.138334,75,118.715682
833.746986,103,119.231573
854.380113,110,119.395353
779.082031,119,120.760238
876.4745,64,120.855575
931.273406,65,120.952895
809.133084,99,121.101668
916.221956,60,121.191807
870.663584,84,121.601656
898.627131,124,123.000039
887.820284,106,123.159832
879.83962,72,123.267146
866.964607,93,123.405439
819.209354,116,123.580597
843.290865,126,125.302914
804.737004,83,125.422991
956.5,174,125.672451
890.18337,140,125.874707
835.304252,103,127.17511
779.441654,65,127.562993
929.651879,66,127.658911
952.75,189,127.931257
911.233699,118,129.260819
816.001798,100,129.404068
882.874318,106,129.557162
901.022058,100,129.974043
198.110934,97,130.113172
860.133135,92,131.403472
913.902303,144,131.61811
863.76278,122,131.795173
895.825248,76,131.903948
908.012415,115,132.439373
827.896236,93,133.727022
842.044807,115,133.892107
869.983095,68,133.9896
963.0,148,134.203694
801.402232,94,134.339012
864.18471,67,135.90292
977.5,90,136.030102
828.787754,89,136.157941
849.067026,82,136.274021
785.140112,89,136.402931
821.499782,98,137.721365
801.406778,84,137.844709
859.587212,136,138.364897
874.100922,67,138.462792
827.501738,109,138.621144
887.744754,151,140.001098
850.501503,102,140.157183
857.22721,87,140.287126
546.531112,82,140.658922
780.544087,69,140.758179
890.750227,114,142.080713
945.25,219,142.401098
803.866738,87,142.529216
913.626723,124,143.033415
905.223754,73,144.336595
920.463813,67,144.435498
975.25,99,144.579708
832.342401,88,144.707644
820.97622,125,144.888527
976.75,93,145.023661
823.193101,107,146.7241
856.705509,94,146.857396
825.261378,77,146.966555
798.320617,83,147.085101
796.724401,59,147.16979
815.125193,116,148.484591
775.297915,101,148.628484
843.391451,109,149.142703
787.544024,103,149.291512
902.00284,183,150.703103
809.521137,87,150.827054
853.195289,99,150.968128
957.0,172,151.548098
864.779604,89,151.674341
906.346383,68,152.942034
836.372232,91,153.074913
905.864012,167,153.317149
967.0,132,153.906271
866.201663,90,155.213104
867.783267,85,155.336972
836.588867,119,155.510256
970.0,120,155.687332
802.2599,95,155.825648
861.992233,70,155.92819
853.132664,123,157.605588
960.0,160,157.839289
981.0,76,157.949633
866.695678,164,159.35064
858.851198,96,159.492428
593.650481,78,159.927717
866.169486,82,160.048036
810.226393,94,160.187093
920.742256,129,160.3742
875.908617,111,161.695063
818.266973,78,161.811594
826.003489,93,162.30152
961.75,153,162.526911
717.65503,73,163.791903
895.044475,70,163.894278
984.5,62,163.985353
803.739258,74,164.093346
873.11946,88,164.222055
984.0,64,164.314947
864.778543,68,164.842654
885.02624,68,164.943008
882.768475,75,166.216624
909.850518,92,166.351833
824.200327,111,166.515324
819.7477,102,166.664088
870.722114,143,168.36939
867.347007,124,168.549748
828.895449,105,168.701532
852.993589,97,168.843662
894.368457,84,168.964767
886.979652,148,170.347385
846.354991,72,170.79784
814.858988,81,170.91562
820.364512,137,171.115022
970.75,117,171.284186
842.753871,63,172.54413
873.763564,152,172.766051
862.144033,93,173.188015
777.249566,83,173.308892
831.567328,92,173.443107
894.523953,91,174.738292
891.511316,105,174.891367
971.75,113,175.054861
795.777772,97,175.557202
804.169573,80,175.673612
955.0,180,177.107327
