#{"t_start": 1698246382.0355685, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-99.83382,59,0.322806
-99.594722,65,0.439911
-99.94976,63,0.51757
-99.975612,63,0.598648
-99.942536,64,0.693984
-99.67734,59,0.776103
-99.991835,47,0.842806
-99.942609,61,0.928938
-99.976536,51,1.001731
-99.974779,54,1.077581
-99.945136,55,1.146749
-99.776917,48,1.2095
-99.915381,50,1.272244
-99.945612,68,1.361116
-99.915664,54,1.429264
-99.941621,49,1.49075
-99.967892,72,1.582259
-99.835455,60,1.657045
-99.97971,70,1.74525
-99.976704,49,1.809058
-99.988418,66,1.89249
-99.994457,49,2.731175
-99.932357,53,3.602987
-99.99238,59,4.577963
-99.970779,57,5.505354
-99.990367,54,6.400844
-99.892409,56,7.321656
-99.714427,59,8.293814
-99.990599,59,9.260477
-99.889642,78,10.569915
-99.983598,60,11.759489
-99.973178,56,12.701678
-99.989801,47,13.507755
-99.750059,60,14.522051
-99.816305,55,15.586895
-99.700992,53,16.574718
-99.993425,54,17.589516
-99.973986,77,18.919781
-99.962156,71,20.067859
-99.986243,54,20.942939
-99.961501,80,22.28163
-99.986293,51,23.104636
-99.987342,46,24.215417
-99.925739,60,25.18938
-99.978284,48,25.976213
-99.969657,56,26.912157
-99.874582,60,27.893656
-99.615237,91,29.359119
-99.991842,59,30.280212
-99.645999,58,31.174085
-99.986967,59,32.121092
23.850322,154,34.550381
-99.780706,109,36.220898
-99.976964,112,38.095804
-99.977426,75,39.40806
-99.992015,98,41.025392
-99.842619,87,42.355412
-99.942629,147,45.564006
-99.961914,154,47.845987
-99.796972,131,49.874524
-99.349848,115,51.682574
-99.708501,112,53.437071
41.752124,148,55.784465
-99.392441,91,57.250803
-99.676054,126,59.248874
38.577095,157,61.724523
-99.907076,114,63.541868
-99.598565,106,66.104061
-99.401703,124,68.044561
17.781387,168,70.708423
-99.729573,109,72.444608
12.905769,92,73.878056
23.559373,149,76.208422
-99.76655,88,77.573965
-99.949232,86,78.917004
74.183703,110,80.61947
22.722523,142,82.842472
-99.955554,96,84.329293
60.019309,114,86.604182
554.949386,65,87.537917
128.71436,86,88.846656
272.645709,71,89.909049
321.539461,124,91.878119
455.285922,85,93.200138
90.984357,108,94.824307
76.653563,90,96.137289
484.670986,92,97.558345
336.008849,116,99.383236
339.147255,69,100.470271
95.235217,85,101.843207
154.246142,86,103.108535
115.122684,95,104.477789
108.552235,76,105.970424
87.208374,91,107.304111
113.988444,148,109.643411
323.35445,57,110.530211
179.366091,93,111.981526
579.499046,73,113.070203
309.531231,64,114.019898
414.770871,55,114.802154
96.560031,55,115.596007
210.357437,75,116.779978
211.384377,56,117.672664
75.170836,88,119.068344
179.137276,62,120.097562
426.442974,62,121.155079
-99.08787,80,122.464556
580.066135,60,123.57515
102.621207,94,125.272311
450.118129,59,126.14201
-99.929074,108,127.848445
247.581752,69,128.925165
286.17144,93,130.297486
-99.983944,82,131.488543
-99.924738,98,132.940919
-98.494776,119,134.843134
99.722744,61,135.803096
331.286465,54,136.65239
177.326883,78,137.880843
96.099687,58,138.787983
-99.988091,93,140.255575
55.046424,112,142.016167
311.953626,73,143.184351
336.510286,73,144.777356
301.442283,85,146.127383
597.674323,58,147.066682
-99.828349,94,148.450826
395.64618,64,149.482033
500.520151,63,150.512383
405.470684,71,151.652643
241.659273,90,153.15967
89.091403,106,154.810308
169.130843,60,155.785619
199.007021,63,156.885896
381.541966,63,157.985841
380.45335,67,159.027194
100.487574,60,159.96028
146.914479,64,161.016109
520.75805,70,162.131188
475.963039,71,163.255132
180.815637,55,164.129764
280.722232,81,165.709781
549.476442,82,167.014573
566.952185,56,167.901069
809.479813,61,168.858284
139.766852,50,169.635812
713.602966,83,170.816889
251.150802,58,171.746819
539.563875,53,172.567465
189.704502,60,173.535003
491.551625,54,174.391191
398.269904,55,175.252953
594.633961,51,176.070385
537.87072,93,177.538946
186.051573,53,178.371051
291.549528,53,179.20206
108.436756,68,180.267678
674.963555,53,181.10699
416.476869,53,181.962948
53.460628,169,184.759145
-98.683303,98,186.129388
667.821244,52,186.966193
709.873454,52,187.817483
675.767021,61,188.800181
-99.519443,129,190.905057
638.481652,50,191.607392
294.750894,68,192.599951
143.011187,60,193.562212
480.767613,64,194.61393
730.821327,68,195.736808
228.770685,70,196.841888
230.482894,67,197.907235
587.0771,53,198.731659
194.11589,66,199.861787
239.962178,59,200.766442
319.339956,57,201.582384
760.286127,53,202.303595
-95.261793,95,203.868144
595.723761,57,205.141196
591.841479,69,206.094377
-99.165059,136,208.166101
705.270264,55,208.995589
89.998187,107,210.596467
398.901528,57,211.44501
531.100899,56,212.284167
214.716613,80,213.494745
-99.330991,128,215.487457
435.859892,57,216.358535
232.67928,75,217.430779
522.135628,56,218.288879
539.143607,60,219.203046
66.785955,131,221.188119
85.607957,65,222.148916
-99.365646,122,224.446796
91.386012,153,226.900847
639.755839,63,227.883149
106.898499,103,229.528859
571.870628,79,230.778898
379.583059,58,231.677262
445.143691,56,232.533037
624.228064,74,233.649175
287.203171,60,234.579993
750.711414,52,235.348619
78.632636,115,237.156233
385.972159,56,237.997579
149.758263,60,238.913127
191.82687,59,239.814336
429.444959,52,240.60391
-95.645927,124,242.510727
102.487752,73,244.064865
676.889159,67,245.125555
314.503466,66,246.090069
366.162755,62,247.052999
64.516126,87,248.414015
120.625223,108,250.135193
665.465059,53,251.099349
390.616483,71,252.572468
160.674386,67,253.869421
149.468283,76,255.522922
87.634866,98,257.489455
