#{"t_start": 1698849795.2326934, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-49.999353,57,0.271119
-49.975356,53,0.329038
-49.980518,57,0.389044
-49.996142,61,0.455885
-49.993469,54,0.512952
-49.989047,48,0.566015
-49.997803,53,0.624007
-49.996386,57,0.683988
-49.998811,54,0.745549
-49.998226,57,0.805875
-49.98893,55,0.862768
-49.996737,53,0.918054
-49.98504,51,0.972971
-49.998588,56,1.033124
-49.996451,50,1.085093
-49.972146,55,1.144785
-49.996309,70,1.216338
-49.992891,68,1.289444
-49.9861,55,1.348055
-49.992177,49,1.399762
-49.985707,60,1.464828
-49.999282,50,1.516797
-49.998701,49,1.888604
-49.999424,52,1.951431
-49.99707,52,2.005409
-49.996572,65,2.078179
-49.99801,55,2.137207
-49.974445,67,2.209549
-49.996555,51,2.26594
-49.997637,59,2.326479
-49.999359,53,2.384202
-49.997619,69,2.454768
-49.975994,52,2.51081
-49.980095,61,2.575571
-49.994386,52,2.630201
-49.999231,51,2.686257
-49.983195,57,2.749178
-49.999259,53,2.807431
-49.996889,61,2.870553
-49.983119,55,2.928508
-49.994058,74,3.008424
-49.997841,55,3.06853
-49.999149,51,3.124608
-49.999045,57,3.186099
-49.978399,60,4.028877
-49.979724,51,4.816899
-49.997939,60,5.798459
-49.989206,56,6.751248
-49.957293,66,7.746768
-49.979999,66,8.712431
-49.98934,70,9.709781
-49.970266,56,10.504043
-49.998322,47,11.174348
-49.967839,59,12.010671
-49.986018,52,12.780475
-49.998783,47,13.461196
-49.997239,65,14.401969
-49.986311,52,15.323476
-49.9835,66,16.352694
-49.994048,82,17.551504
-49.967738,65,18.489924
-49.997249,61,19.3641
-49.999505,52,20.11277
-49.994775,54,20.877882
-49.987303,72,21.895702
-49.982455,53,22.930564
-49.988865,48,23.617373
-49.993215,50,24.33735
-49.998398,55,25.110699
-49.992061,46,25.762151
-49.995363,50,26.4816
-49.97224,67,27.433863
-49.998393,61,28.294674
-49.995873,76,29.377224
-49.997651,54,30.133818
-49.968094,49,30.824559
-49.99899,63,31.728802
-49.964299,80,32.849406
-49.985346,69,33.886284
-49.998669,58,34.708107
-49.998278,54,35.474818
-49.974386,60,36.369572
-49.987549,54,37.183774
-49.970489,76,38.283464
-49.988193,55,39.05995
-49.990753,74,40.096853
-49.997858,85,41.727651
-49.994174,92,43.030256
-49.998735,92,44.323344
-49.98301,111,46.04274
-49.971367,62,46.95972
-49.998676,92,48.337109
-49.94652,135,50.268609
-49.956236,124,52.083935
-49.997732,95,53.486479
-49.971975,104,55.0367
-49.925894,171,57.629213
-49.986224,156,60.810768
-49.957086,159,63.450965
-49.958798,204,66.991154
-49.986346,218,70.751201
-49.984775,115,72.6747
-49.989352,113,74.506387
-49.975426,110,76.526726
-49.794289,189,79.702783
-49.95947,184,83.655754
-49.943568,284,88.197392
-49.997797,146,90.396618
-49.965937,165,92.86583
-49.818805,274,97.10106
-49.91573,149,99.293763
-49.942644,158,102.247436
-49.027142,167,104.668054
-49.677133,170,107.265878
-49.877581,146,109.3909
-49.877565,123,111.153866
-49.928625,114,112.814801
-49.602781,198,115.706951
-49.815239,120,117.432792
-49.774676,130,119.325961
-49.974876,94,121.405759
-49.850703,201,124.28249
-49.695794,168,126.693776
-49.982777,110,128.262291
-49.809326,177,130.862745
-49.796043,136,132.833626
-49.57484,154,135.128825
-49.986871,218,138.306379
-49.960682,174,141.569639
-49.956727,251,145.213861
-49.983939,172,147.672228
-49.671825,221,150.810725
-49.937386,290,154.936613
-49.773061,500,164.491019
-49.99201,500,171.965728
-49.704035,500,181.501193
-49.801386,500,188.81597
-49.667701,500,196.141468
-49.955724,500,207.745311
-49.599821,500,215.975794
-49.93597,500,226.512616
-49.919181,500,233.895209
-49.578855,500,241.122609
-49.684628,500,250.623012
-49.439829,500,258.046695
-49.890654,500,267.498293
-49.967312,500,274.620297
-49.948969,500,281.692984
-49.528219,500,291.275552
-49.843175,500,298.523172
-49.933792,500,308.078866
-49.956317,500,315.452178
-49.994935,500,322.725206
-49.97079,500,332.382303
-49.77192,500,339.594689
-49.822427,500,349.423145
-49.934739,500,356.633655
-49.894981,500,363.780274
-49.783085,500,373.222575
-49.770242,500,380.56975
-49.714884,500,389.998759
-49.703177,500,397.149218
-49.741763,500,404.227994
-49.50986,500,413.935688
-49.89997,500,421.172658
-49.986915,500,430.648765
-49.958764,500,438.00122
-49.781316,500,445.347548
-49.588209,500,454.898726
-49.600418,500,462.076466
-49.826302,500,471.752285
-49.897196,500,478.899439
-49.865391,500,486.040899
-49.671294,500,495.515654
-49.94919,500,502.722991
-49.846332,500,512.250435
-49.929042,500,519.332332
-49.933783,500,526.585754
-49.972546,500,536.053708
-49.982351,500,543.200162
-49.976864,500,552.634801
-49.39348,500,559.993376
-49.941462,500,567.211265
-49.792344,500,576.851475
-49.449706,500,584.10861
-49.979666,500,593.81259
-49.877582,500,601.088382
-49.763214,500,608.187551
-49.899036,500,617.847301
-49.709223,500,625.059883
-49.619084,500,634.634866
-49.703841,500,641.850115
-49.976075,500,649.278235
-49.904784,500,658.730428
-49.645516,500,665.981472
-49.992394,500,675.607877
-49.899685,500,682.800661
-49.952373,500,689.990822
-49.9778,500,699.520045
-49.941022,500,706.965021
-49.961073,500,716.646529
-48.683651,500,723.96489
-48.86131,500,731.2501
-49.964975,500,740.964675
-49.946375,500,748.135848
-49.636769,500,757.71806
-49.980196,500,764.982859
-49.709752,500,772.468308
-49.984578,500,782.241451
-49.746066,500,789.41509
-49.154184,500,799.082222
-49.968748,500,806.273126
-49.979832,500,813.463552
-48.441939,500,823.08283
-49.813495,500,830.50449
-49.991274,500,840.302811
-48.914967,500,847.596579
-49.001176,500,854.939197
-49.990285,500,864.519267
-49.976274,500,871.786046
-49.989129,500,881.349877
-49.868754,500,888.734516
-49.981285,500,896.086932
-49.972331,500,905.767039
-49.986596,500,913.008736
-47.960955,500,922.709314
-49.692076,500,929.865949
-48.114983,500,937.011666
-45.467653,500,946.561257
-49.9605,500,953.878468
-49.920033,500,963.480766
