#{"t_start": 1698849795.2340522, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-49.998283,64,0.279822
-49.998336,57,0.34166
-49.99815,62,0.40587
-49.957515,59,0.470755
-49.99203,57,0.53222
-49.996043,54,0.587228
-49.998832,52,0.644231
-49.994325,55,0.702398
-49.9991,50,0.759856
-49.999075,64,0.828732
-49.996132,51,0.881944
-49.9986,48,0.934111
-49.984092,61,0.997048
-49.999191,49,1.050499
-49.96754,63,1.115275
-49.998757,58,1.177691
-49.998122,62,1.243113
-49.980737,67,1.311316
-49.99256,65,1.382035
-49.998985,67,1.452754
-49.969615,61,1.521534
-49.998823,49,1.890573
-49.993204,50,1.951499
-49.994987,61,2.016632
-49.997154,52,2.07162
-49.99944,55,2.130291
-49.972788,49,2.185125
-49.999501,67,2.257723
-49.987607,73,2.334741
-49.998546,73,2.413546
-49.994639,66,2.482773
-49.996577,58,2.542853
-49.997638,52,2.599177
-49.973793,50,2.651781
-49.999136,49,2.704877
-49.998909,59,2.770538
-49.997533,67,2.842416
-49.994595,49,2.893815
-49.99674,47,2.944617
-49.998022,52,2.998133
-49.966129,58,3.063219
-49.996136,55,3.123674
-49.994803,49,3.174056
-49.991356,56,3.84594
-49.992497,79,5.120408
-49.997135,65,6.12124
-49.971656,77,7.397054
-49.956594,65,8.347071
-49.972048,66,9.296048
-49.997433,56,10.091458
-49.983461,76,11.173507
-49.962432,65,12.094713
-49.986812,56,12.925589
-49.981321,64,13.851947
-49.990365,64,14.847515
-49.998655,60,15.823611
-49.998355,54,16.667585
-49.994999,68,17.667472
-49.999394,49,18.371129
-49.994906,54,19.150732
-49.998904,56,19.955931
-49.981331,62,20.834037
-49.994219,55,21.613105
-49.978771,57,22.699939
-49.997626,53,23.457746
-49.970032,67,24.423804
-49.992149,52,25.151253
-49.995078,57,25.957926
-49.998358,56,26.764557
-49.976151,51,27.488087
-49.999157,53,28.234705
-49.973534,52,28.980158
-49.980737,61,29.838439
-49.992661,72,30.850265
-49.99831,76,31.937091
-49.985134,79,33.048227
-49.976172,68,34.070728
-49.997247,58,34.892098
-49.995455,68,35.884064
-49.979952,64,36.857201
-49.995217,65,37.799041
-49.972678,64,38.709194
-49.995258,68,39.660162
-49.989375,59,40.924792
-49.966515,77,42.010079
-49.996684,61,42.870436
-49.96793,72,43.87553
-49.995534,77,45.064537
-49.983379,80,46.28002
-49.986499,73,47.327641
-49.996296,102,48.868862
-49.999002,81,50.015784
-49.979425,108,51.579468
-49.969559,99,53.046846
-49.996524,142,55.156653
-49.946841,172,57.756837
-49.896387,196,61.6343
-49.984178,155,64.251668
-49.98618,134,66.601007
-49.947756,179,69.646841
-49.99606,150,72.152049
-49.981262,177,75.276853
-49.805066,215,78.745494
-49.769272,158,82.40896
-49.937628,170,85.224168
-49.757658,243,89.008894
-49.911574,162,91.444973
-49.769737,156,93.757303
-49.93218,223,97.250796
-49.91425,169,99.732756
-49.957029,122,102.157835
-49.893735,163,104.518721
-49.898802,149,106.821366
-49.875661,130,108.711073
-49.957727,118,110.404229
-49.832786,131,112.307525
-49.540414,102,113.77655
-49.592128,262,117.60766
-47.875293,201,121.234885
-49.797814,149,123.366513
-49.716505,121,125.100756
-49.847563,175,127.603332
-49.574613,168,130.0664
-49.833423,90,131.365345
-49.559418,130,133.244069
-49.902016,160,135.64056
-49.615661,132,137.552104
-49.911247,177,140.879284
-49.835937,190,143.600585
-49.848285,246,147.166661
-49.990908,184,149.787621
-49.910411,141,151.785948
-49.64302,188,154.463416
-49.979608,326,161.515964
-49.866899,500,168.941193
-49.696249,500,176.167573
-49.986301,500,185.762989
-49.873479,500,193.007573
-49.98146,500,204.166494
-49.989893,500,212.608873
-49.770279,500,220.66925
-49.734601,500,230.823012
-49.963153,500,238.154348
-49.509774,500,247.62338
-49.03342,500,254.95745
-49.90358,500,262.30094
-49.96873,500,271.687168
-49.960278,500,278.761463
-49.78403,500,288.309409
-49.970153,500,295.492117
-49.264442,500,302.743113
-49.664092,500,312.291096
-49.902552,500,319.740387
-49.919446,500,329.355645
-49.923959,500,336.610415
-49.844753,500,343.904754
-49.9031,500,353.63793
-49.906278,500,360.829189
-49.957326,500,370.26946
-49.638709,500,377.591607
-49.831612,500,384.74374
-49.949797,500,394.19569
-49.823331,500,401.284954
-49.718345,500,410.936826
-49.837486,500,418.1935
-49.976564,500,425.33813
-49.940813,500,434.864014
-49.641763,500,442.247378
-49.261787,500,451.921592
-49.988218,500,459.091727
-49.970705,500,466.439509
-49.973262,500,475.964967
-49.992977,157,478.186068
-49.975854,500,485.312612
-49.905234,500,494.620873
-49.954084,500,502.004529
-49.725686,500,511.535323
-49.388855,500,518.618526
-49.679264,500,525.873165
-49.993165,500,535.310964
-49.986716,500,542.491106
-49.97963,500,551.920186
-49.903478,500,559.276931
-49.020713,500,566.488123
-48.810448,500,576.099032
-49.700052,500,583.385724
-49.97237,500,593.095278
-49.224721,500,600.377278
-49.615765,500,607.480695
-49.949129,500,617.128985
-49.931145,500,624.32998
-49.876623,500,633.90942
-49.512572,500,641.125715
-49.944688,500,648.555139
-49.903429,500,658.007133
-49.98237,500,665.223445
-49.739631,500,674.756701
-46.851068,500,682.054326
-49.988492,500,689.27113
-49.980359,500,698.80201
-49.959849,500,706.244283
-49.983317,500,715.921432
-49.542813,500,723.24564
-49.984499,500,730.524837
-49.987205,500,740.246354
-49.388069,500,747.417195
-49.977441,500,756.992935
-49.989987,500,764.254804
-49.989974,500,771.740969
-49.900036,500,781.522145
-49.64591,500,788.695713
-49.943019,500,798.363519
-48.373825,500,805.555832
-49.977689,500,812.745795
-49.916419,500,822.344568
-49.036746,500,829.777719
-49.965336,500,839.57874
-49.874067,500,846.866033
-49.856702,500,854.215181
-49.774046,500,863.780734
-49.930508,500,871.063336
-49.904995,500,880.620842
-48.82108,500,888.004388
-49.841006,500,895.360068
-49.911581,500,905.050745
-49.888674,500,912.289935
-49.986097,500,921.990457
-49.98316,500,929.14973
-49.923999,500,936.294448
-49.992685,500,945.808327
-49.993137,500,953.105676
-49.794591,500,962.759281
-48.190379,500,970.001568
-43.568061,500,977.505286
-45.466234,500,987.113882
-48.554252,500,994.266614
-47.475148,500,1003.763978
-49.225438,500,1011.220862
-49.329355,500,1018.475205
-49.415961,500,1028.117424
-49.960139,500,1035.374399
-49.987513,500,1045.024689
-49.965656,500,1052.242809
-49.12138,500,1059.547704
-49.986091,500,1069.232276
-49.980058,500,1076.53139
-49.977707,500,1086.091217
-49.96773,500,1093.36461
-49.530756,500,1100.681172
-49.634552,500,1110.344248
-49.992738,500,1117.638235
-49.993293,500,1127.341436
-49.976022,500,1134.710942
-47.087985,500,1142.126423
-49.418202,500,1151.81143
-49.965728,500,1159.263292
-49.841885,500,1169.06068
-49.975563,500,1176.392917
-49.992118,500,1183.733931
-49.978052,500,1193.539051
-49.977201,500,1200.970996
-49.975166,500,1210.635489
-49.988973,500,1218.112573
-49.990861,500,1225.460941
-49.992129,500,1235.209055
-49.970621,500,1242.528538
-49.986236,500,1252.398428
-48.402278,500,1259.824968
-49.982134,500,1267.111607
-39.251678,500,1276.530149
-49.984964,500,1283.80637
-49.992452,500,1293.540967
-49.9482,500,1300.812204
-46.510283,500,1308.167252
-48.917123,500,1317.757668
-49.887441,500,1324.969133
-49.985842,500,1334.672966
-47.913997,496,1342.06902
-49.963799,500,1349.448546
-49.996946,500,1359.255726
-49.96459,500,1366.78721
-49.007011,500,1376.218817
-47.667447,500,1383.538232
-49.981261,500,1390.852215
-49.986574,500,1400.507055
-47.727499,500,1407.910312
-49.986025,500,1417.701896
-48.608566,500,1425.052971
-49.75869,500,1432.345373
-46.198411,316,1438.974881
-49.98714,500,1446.311253
-49.985668,500,1453.639699
-49.822362,500,1463.349745
-36.06495,500,1470.828713
-49.972786,500,1480.415977
-49.970665,500,1487.926166
-49.921763,500,1495.365702
-49.965122,500,1505.114854
-49.983473,500,1512.461647
-44.233416,500,1522.262355
-49.744594,500,1529.608179
-49.969743,500,1536.920444
-49.975263,500,1546.734127
-46.666326,500,1554.134493
-49.419823,500,1564.113028
-49.776766,500,1571.352649
-46.711924,500,1578.883759
-49.966575,500,1588.848998
-49.986571,500,1596.298397
-49.986426,500,1606.209517
-49.982315,500,1613.661719
-49.243906,500,1622.147076
-49.98686,500,1632.78547
-49.641983,500,1641.520012
-49.008821,388,1648.346351
-48.209949,500,1658.681559
-49.229703,500,1666.127278
-49.972566,500,1675.897292
-49.992712,500,1683.301581
-49.971536,500,1690.710102
-49.989798,500,1700.735287
-49.983506,500,1708.209142
-44.980427,500,1717.992373
-49.984201,500,1725.328073
-47.826638,500,1732.843916
-45.757286,500,1742.640669
-48.45586,500,1750.403897
-49.795749,500,1760.32981
-48.269828,500,1767.742219
-47.637906,500,1775.168206
-48.408029,500,1784.987661
-49.766893,500,1792.496299
-49.996993,500,1802.545797
-49.758428,500,1810.086113
-48.665711,500,1817.748467
-48.660865,500,1827.783843
-49.989971,500,1835.563186
-49.708442,500,1845.332267
-43.970333,500,1852.658636
-47.915368,500,1859.93134
-49.873062,500,1869.59001
-49.865458,500,1876.844979
-48.015816,500,1886.468713
-47.594287,500,1893.880416
-49.963117,500,1901.241871
-44.531464,500,1911.044483
-49.414458,500,1918.435817
-49.00713,500,1928.250993
-38.03045,500,1935.751836
-44.286107,500,1943.132691
-49.927681,500,1953.082313
-49.876867,500,1960.528714
-49.994834,500,1970.198776
-49.970554,500,1977.58173
-49.77764,500,1984.987289
-49.981667,500,1994.505509
-49.973506,500,2001.829066
-49.714754,500,2011.519131
-49.964283,500,2019.290281
-49.994134,500,2027.16903
-44.167845,500,2037.561834
-47.613626,500,2045.409117
-49.995836,500,2055.150886
-49.973242,500,2062.736769
-48.247899,500,2070.325671
-49.983397,500,2080.04653
-49.976627,500,2087.344445
-46.342204,500,2097.097693
-47.058445,500,2104.575723
-49.89623,500,2112.045831
-49.899579,500,2121.718418
-41.020548,500,2129.077605
-49.056059,500,2139.00955
-49.990382,500,2146.922106
-48.893501,500,2154.748523
-48.941997,500,2164.631542
-49.989888,500,2172.397282
-49.990202,500,2182.129259
-49.992352,500,2189.463781
-49.992982,500,2196.771641
-49.824708,500,2207.243503
-47.206707,500,2215.08971
-49.886679,500,2225.059741
-49.236103,500,2232.743784
-49.876535,500,2240.152644
-46.718279,500,2249.90567
-48.797478,500,2257.240738
-46.713537,500,2266.895157
-46.861069,500,2274.248386
-46.620355,500,2281.705453
-49.174182,500,2291.509268
-49.983671,500,2298.867107
-44.744199,500,2308.607325
-48.64412,500,2316.080998
-46.140497,500,2323.604826
-47.735757,500,2333.330101
-49.852871,500,2340.828923
-49.742833,186,2343.636971
-49.737391,500,2353.468438
-48.58705,500,2360.945921
-48.201087,500,2370.93929
