#{"t_start": 1698870555.7737827, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-103.55819,52,0.399022
-80.689968,57,0.428759
-110.276893,57,0.457949
-103.366739,47,0.485588
-91.68144,52,0.512067
-83.62547,49,0.532566
-108.744148,50,0.554005
-86.536615,50,0.575287
-91.232201,56,0.605163
-79.799971,52,0.626968
-90.83342,56,0.650711
-123.153413,59,0.675731
-102.912415,48,0.701999
-104.116315,64,0.728868
-103.848699,74,0.759794
-93.628785,59,0.787816
-95.210786,60,0.820742
-78.272159,53,0.848626
-101.399896,49,0.873744
-119.910628,59,0.905435
-90.418949,68,0.944059
-88.566611,51,0.970316
-93.075469,60,1.003949
-77.457918,64,1.035167
-97.180691,64,1.072314
-90.778061,66,1.108753
-106.603881,61,1.138637
-81.728154,50,1.164215
-104.84512,58,1.20125
-97.57133,49,1.224953
-95.548165,50,1.250549
-79.312083,70,1.286173
-91.731717,52,1.318757
-98.047401,54,1.346639
-105.710617,63,1.378654
-96.444145,59,1.411471
-88.095246,57,1.444011
-101.009179,50,1.46951
-94.473499,50,1.495388
-119.421604,64,1.529437
-94.405022,68,1.568756
-111.174863,60,1.599379
-99.407911,53,1.627848
-102.149426,55,1.656394
-75.623649,56,1.689492
-100.172355,74,1.728788
-106.676774,53,1.755861
-90.249668,52,1.78293
-97.036471,57,1.819221
-129.807315,53,1.844577
-92.572179,64,1.877469
-99.718843,55,1.905583
-97.578834,50,1.936693
-100.969782,53,1.964121
-108.173373,63,1.996353
-94.264997,48,2.023624
-93.454376,60,2.057314
-98.392325,59,2.087395
-120.131866,56,2.116237
-112.48224,53,2.14507
-89.584378,50,2.17489
-87.953711,56,2.203139
-79.022381,69,2.239683
-105.358485,59,2.270294
-111.728206,53,2.301869
-126.464788,68,2.338027
-99.497292,68,2.372723
-92.277224,56,2.401265
-105.282125,54,2.436138
-96.044003,58,2.464396
-106.550606,71,2.500633
-87.713033,56,2.529213
-95.205788,49,2.560345
-109.480953,58,2.590008
-96.238253,51,2.61602
-93.359705,50,2.643861
-89.761942,52,2.67396
-101.191123,50,2.700218
-90.16759,61,2.731592
-95.171746,56,2.762492
-102.465564,59,2.797245
-106.164536,50,2.822932
-72.432941,72,2.862133
-107.255702,74,2.900069
-127.207646,61,2.935625
-99.421217,53,2.964981
-89.438359,57,2.994707
-95.208959,59,3.024853
-123.084586,61,3.062914
-93.6419,50,3.088984
-89.855515,62,3.120603
-90.52589,63,3.153023
-96.576978,56,3.187683
-107.779194,51,3.214118
-101.877005,58,3.243793
-104.184873,56,3.274753
-104.179842,54,3.30707
-91.331123,95,3.355427
-98.050837,57,3.386633
-97.087928,56,3.415848
-93.403304,64,3.452725
-97.304628,53,3.481974
-96.718701,56,3.510778
-83.547478,64,3.543875
-101.533209,49,3.574757
-103.348284,52,3.601686
-83.882526,54,3.629596
-81.867971,61,3.661278
-89.206339,55,3.695295
-92.559118,50,3.721438
-93.029168,56,3.750081
-99.784739,60,3.78249
-101.945446,48,3.811769
-124.054149,61,3.843303
-91.419784,65,3.877566
-97.142131,51,3.904043
-93.490269,47,3.932233
-84.377235,59,3.962364
-131.237186,55,3.992395
-123.063696,56,4.02116
-92.475472,55,4.053712
-85.32839,58,4.085139
-85.526764,50,4.110874
-76.835964,70,4.14649
-98.493382,65,4.18563
-96.286168,50,4.211539
-89.278022,60,4.24235
-93.758667,46,4.266158
-131.622126,68,4.306522
-109.723665,62,4.338801
-95.130732,55,4.367321
-92.591444,50,4.394443
-120.751054,57,4.428181
-93.715472,51,4.454382
-102.397834,47,4.478956
-98.128058,47,4.504208
-101.199817,71,4.545064
-96.263689,55,4.573294
-80.162979,53,4.601902
-87.570132,55,4.630101
-88.178153,59,4.664795
-121.936388,67,4.697787
-90.582942,60,4.731543
-114.189832,52,4.758255
-96.930531,50,4.788531
-112.210167,66,4.8242
-98.473212,52,4.851036
-86.384287,48,4.876113
-86.783757,59,4.911791
-95.345334,57,4.941273
-86.805416,59,4.971741
-92.207717,67,5.00482
-94.134225,64,5.044142
-124.645074,71,5.080486
-93.0082,51,5.105173
-99.206497,65,5.141392
-97.97748,56,5.174266
-109.496632,57,5.20253
-97.922511,50,5.23055
-93.355682,55,5.258981
-91.466344,61,5.294813
-107.213209,52,5.322748
-88.708875,64,5.35529
-117.442103,65,5.388413
-116.928505,57,5.420838
-104.655056,47,5.447417
-114.717892,69,5.482545
-95.286056,77,5.520712
-129.131867,72,5.5643
-94.821544,60,5.594956
-70.467357,63,5.626092
-90.093055,65,5.662052
-97.729728,50,5.692207
-104.201104,48,6.317147
-85.231565,59,7.279955
-118.401833,79,8.550492
-85.566578,69,9.680521
-105.514175,67,10.764173
-92.315439,81,12.06026
-90.202485,58,12.985716
-88.153119,59,13.953903
-89.121896,93,15.448272
-96.72294,68,16.552663
-82.493162,87,17.995105
-91.301902,113,19.885364
-90.59447,75,21.120034
-145.937528,96,22.691056
-90.534154,95,24.2731
-123.08489,93,25.860415
-117.098588,107,27.662509
-123.008784,101,29.339012
-151.657714,97,30.973631
-145.889512,190,34.10045
-164.982432,177,37.025268
-130.205009,187,40.103534
-143.092237,190,43.23724
-74.835521,194,46.452879
-38.721245,150,48.947586
-133.149109,171,51.768379
-153.601339,223,55.455208
-81.48459,130,57.617069
-8.723672,101,59.278748
-106.878126,158,61.913494
-6.952582,97,63.529956
-23.142746,101,65.212212
-28.824758,95,66.789311
-29.853026,108,68.593321
2.125312,83,69.966338
-95.584082,104,71.680255
-97.997991,123,73.70252
-31.652027,184,76.781513
-24.964747,83,78.178543
28.041761,78,79.477678
1.262441,93,81.015831
-1.419594,115,82.926312
-57.659125,77,84.202406
22.349044,82,85.583533
-35.673869,96,87.189815
-11.612611,100,88.83701
24.933347,95,90.433845
12.753151,101,92.105568
-52.82295,100,93.742571
12.191068,85,95.159478
-35.909861,118,97.124236
17.202685,69,98.283953
-45.159676,101,99.951054
6.136818,69,101.204412
-139.442189,107,103.013164
9.031429,83,104.377997
-47.059287,108,106.129448
-45.01315,304,111.033992
18.517907,115,112.89523
0.837403,75,114.112089
-121.081821,109,115.864501
-155.549963,131,117.97982
-2.704176,104,119.654574
6.534315,74,120.858011
15.229265,104,122.528877
-13.806017,98,124.105866
-50.129898,175,126.930349
-117.872725,211,130.337229
-21.859465,269,134.661258
10.793368,260,138.863317
-121.588529,125,140.876326
-51.274068,80,142.172113
-72.636659,223,145.767335
-77.620833,155,148.273165
-76.124131,158,150.827435
-36.79431,135,153.015051
-7.749384,115,154.868482
-39.051792,237,158.681556
-16.922614,92,160.158987
-44.080083,123,162.15106
6.613683,99,163.745161
-24.427018,180,166.652482
-119.552459,134,168.811315
-38.491172,105,171.309935
-41.397974,166,173.988667
0.86324,114,175.825063
-44.708184,179,178.707064
-55.859547,67,179.793236
8.699216,164,182.435354
14.681362,139,184.674186
-5.320763,115,186.530261
-11.050031,122,188.50065
-47.56569,122,190.468356
-17.368022,112,192.277157
-26.755807,156,194.788825
-18.254024,153,197.26041
-64.703125,194,200.39073
18.296655,79,201.666559
-0.440385,203,204.940418
-42.297389,182,207.991432
-80.469231,203,211.260994
5.159025,147,213.629413
-115.093329,139,215.992015
-7.850575,260,220.149653
19.487552,85,221.51442
-97.355323,143,223.804291
-23.16222,127,225.83524
14.354848,133,227.973077
-35.970863,108,229.70706
-0.111812,133,231.835532
30.096464,96,233.368717
-26.036205,166,236.024462
-152.085492,473,243.57853
-41.512137,190,246.712015
2.721145,139,249.038557
16.477575,105,250.780556
5.188068,127,252.880219
20.506651,110,254.70171
-29.429355,150,257.187731
-37.471836,359,263.147319
5.004199,149,265.505691
8.436624,116,267.424377
-30.285721,150,269.909934
-12.886822,500,278.163987
-81.66352,218,281.778718
46.731708,141,284.114629
-23.81495,500,292.396271
17.66859,204,295.776039
8.617564,212,299.282451
16.845622,179,302.24375
7.649169,159,304.880012
6.808722,169,307.688524
20.565193,139,309.990279
13.635913,500,318.272944
-52.172919,500,326.5452
14.921134,79,327.856356
30.994245,160,330.507356
23.061164,77,331.785819
32.361218,140,334.097064
21.123936,155,338.017009
22.291155,200,341.327143
-11.988097,113,343.198957
-67.449943,500,351.468183
21.090019,225,355.193949
-4.89429,429,362.291992
29.47915,122,364.304091
25.260352,235,368.182682
25.880399,203,371.538976
25.638166,211,375.03043
-3.824412,186,378.13682
16.919108,158,380.748704
29.761722,258,385.026234
-63.007881,500,393.31098
-2.363129,500,401.599663
-44.212894,500,409.903928
-17.786617,232,413.751858
22.658164,500,422.024614
-45.311377,350,427.780769
-14.641574,500,435.894409
-45.227622,298,440.803176
26.04382,500,449.043315
13.551307,500,457.260616
34.27097,132,459.432831
-29.928456,185,462.487109
20.242844,500,470.692467
39.699336,284,475.357598
0.176068,500,483.563974
33.446772,500,491.780453
-10.055454,500,499.992038
-42.393891,500,510.979585
29.663422,500,519.324776
13.37492,500,527.496062
2.373314,180,530.432423
28.024993,500,538.612854
-49.921113,500,546.782765
30.128408,500,554.980477
26.814082,500,563.170959
-73.997743,500,571.361074
24.174039,475,579.138012
12.242037,500,587.343061
22.92035,500,595.505968
32.612152,500,603.623161
28.14501,500,611.756023
15.003274,500,619.823804
19.972457,173,622.637394
18.254426,500,630.77546
26.957896,500,638.902825
-12.697166,500,647.037857
29.20055,500,655.194977
23.676749,500,663.333481
24.900976,500,674.510625
17.590886,500,682.65033
-1.098391,500,690.79265
18.296614,500,698.930521
-7.441941,500,707.08273
30.721223,116,708.987997
12.885307,500,717.165496
7.873487,500,725.337663
-5.301918,500,733.514301
22.746227,500,741.706949
34.71832,500,749.891046
20.649314,500,758.079767
20.308175,240,762.010345
-107.752065,500,770.216532
20.173806,500,778.426656
36.458069,500,786.624913
-68.90532,500,794.726838
-13.335415,500,802.934277
1.96808,500,811.29938
20.199785,500,819.665553
51.350317,500,828.111296
7.578862,500,839.694299
16.635276,500,848.174703
27.817533,500,856.484802
26.526381,500,864.803586
20.77467,500,873.144315
39.376259,500,881.397002
29.364658,500,889.664282
21.112302,500,897.855131
26.4149,500,906.054112
39.082155,500,914.246845
52.611868,500,922.437562
-43.682067,500,930.65372
-33.924128,500,938.887208
11.858006,500,947.117321
11.024844,500,955.355831
32.421934,500,963.605872
27.087495,500,971.77079
38.379433,500,980.031245
33.403954,500,988.293143
50.551002,500,996.562082
21.535668,500,1007.633578
-19.3312,500,1015.695333
25.025401,500,1023.736831
32.841602,500,1031.800721
23.770755,500,1039.866826
38.373702,500,1047.940232
22.533024,500,1056.015767
18.536365,500,1064.100209
42.93054,500,1072.208425
0.729467,500,1080.342571
12.275505,500,1088.450737
5.45965,500,1096.575861
52.731137,500,1104.718919
34.151174,500,1113.050431
19.667275,500,1121.278198
-58.980192,500,1129.502998
16.810666,500,1137.74345
31.968385,500,1146.192236
47.676744,500,1154.618373
34.252238,500,1163.162946
33.272082,500,1174.468238
-10.402041,500,1183.107338
23.501472,500,1191.738015
39.877579,500,1200.394601
31.129017,500,1209.101802
42.559234,500,1217.679754
58.304996,500,1226.20626
48.150693,500,1234.71518
35.850954,500,1243.244149
51.052023,500,1251.786008
9.706671,412,1258.849519
-43.926495,500,1267.429385
34.228663,500,1275.986088
36.431035,500,1284.526031
-9.314967,500,1293.050031
16.324831,500,1301.586242
40.592586,500,1310.149586
37.294639,500,1318.654024
29.588742,500,1326.96523
42.920365,473,1334.886933
29.398611,500,1346.033336
6.629392,500,1354.417097
33.42289,500,1362.802932
62.387812,500,1371.20541
55.98868,500,1379.614794
-44.673135,500,1387.989332
-6.934287,500,1396.37735
45.219564,500,1404.783936
21.508593,500,1413.389877
42.336219,500,1421.964977
16.039786,500,1430.452924
30.784202,500,1438.924224
31.90026,500,1447.780258
40.49293,500,1456.696751
18.595072,500,1465.632061
36.754321,500,1474.548583
-24.554518,500,1483.486333
16.228293,500,1492.481812
36.916858,500,1501.393919
25.320268,500,1510.181412
49.744606,500,1521.632007
35.462952,436,1529.394324
43.296285,500,1538.297022
48.635192,500,1547.194569
30.330177,500,1556.120486
7.511616,500,1565.05634
24.497986,500,1573.988459
36.557365,500,1582.920204
30.989894,500,1591.858815
19.622322,500,1600.788918
30.594039,500,1609.709589
11.561271,500,1618.663291
11.805915,500,1627.573325
9.851033,500,1636.513035
57.41822,500,1645.457787
40.352864,500,1654.383208
16.088396,500,1663.315354
-28.206472,500,1672.207812
2.640195,248,1676.645766
-54.241244,500,1685.458885
32.263981,120,1687.606483
21.867868,500,1696.509685
14.580673,500,1708.144806
-82.214997,395,1715.283761
30.519158,500,1724.303319
24.037374,500,1733.272261
2.630642,500,1742.218164
37.558493,500,1751.261706
30.828933,500,1760.199318
10.985542,500,1769.16325
29.689475,500,1778.092108
26.684152,500,1787.022265
23.711658,500,1796.00658
13.048666,500,1804.929957
28.121697,88,1806.498106
54.48414,500,1815.420646
43.987833,370,1822.034176
1.620222,500,1830.957122
30.269354,500,1839.877619
20.801272,500,1848.80823
11.880978,500,1857.654559
17.066222,500,1866.578671
14.108114,244,1870.936325
26.049103,500,1879.865497
16.632833,500,1891.781728
49.913989,356,1898.13498
48.110855,500,1907.06708
53.153821,350,1913.321888
23.809551,500,1922.255721
13.333002,240,1926.54407
34.620798,500,1935.462753
-16.78645,500,1944.380596
28.777367,500,1953.300846
74.560713,348,1959.507686
15.806842,500,1968.417866
6.86635,500,1977.354181
55.207259,220,1981.295239
31.860035,500,1990.219929
49.712964,205,1993.884475
33.969734,500,2002.77999
6.288938,500,2011.67549
-12.416723,138,2014.117752
33.292305,175,2017.215232
54.748063,375,2023.873326
37.761099,500,2032.623682
37.46079,500,2041.403452
33.09721,500,2050.103451
50.69228,500,2058.569907
17.836575,199,2064.825587
22.945352,500,2073.337782
51.236323,500,2081.913651
37.462489,500,2090.540773
34.00853,500,2099.184278
14.663403,500,2107.80003
25.275223,500,2116.402941
40.193198,233,2120.403632
-14.242294,500,2129.009403
24.966404,500,2137.604168
61.347736,355,2143.720853
56.656402,500,2152.329099
165.736491,254,2156.763741
6.337208,500,2165.480033
38.90214,386,2172.192178
-38.21792,378,2178.767985
32.313373,500,2187.463112
39.197682,500,2196.200498
63.744028,278,2201.042537
41.245999,183,2204.214511
39.580611,500,2212.917396
18.919806,192,2216.278431
35.09022,500,2225.06635
162.220415,370,2231.578767
15.372534,500,2243.33847
25.816483,393,2250.323329
35.78821,500,2259.186505
45.880372,500,2268.072567
19.77249,500,2276.852113
21.687184,500,2285.534476
45.475665,500,2294.215279
43.898863,500,2302.886895
40.428462,500,2311.646661
39.085301,500,2320.485755
49.491472,203,2324.091475
56.951712,500,2332.977062
24.202174,500,2341.875328
45.337004,500,2350.89278
33.232867,500,2359.763608
3.87068,449,2367.720056
40.501758,500,2376.590969
44.667143,500,2385.3653
24.183234,500,2394.113683
182.284403,251,2398.414887
11.444003,72,2399.640664
28.857666,500,2408.318793
27.573705,500,2419.653306
28.352296,500,2428.242741
35.067429,130,2430.456805
32.25714,500,2439.201602
20.439004,500,2447.87365
4.758104,500,2456.68948
23.921018,500,2465.183237
180.486212,261,2469.797218
26.034757,108,2471.683448
55.571697,500,2480.365129
30.507285,280,2485.321063
3.611522,500,2493.913661
39.65626,500,2502.553604
12.002255,500,2511.169235
34.240851,500,2519.760718
0.419727,292,2524.775736
-1.054204,500,2533.420169
-32.146545,500,2542.095484
6.466515,500,2550.791282
52.70406,500,2559.350251
38.826795,143,2561.781324
18.67251,500,2570.475715
36.288416,500,2579.138326
-15.514396,319,2584.674896
34.835453,177,2587.767362
177.235593,343,2596.626282
51.380544,500,2605.20276
8.860937,500,2614.124382
53.236165,417,2621.66048
34.213471,500,2630.631345
-17.586769,500,2639.569938
0.430637,500,2648.495386
10.724443,127,2650.76733
47.491988,451,2658.804958
45.319066,500,2667.728667
48.040946,500,2676.646845
41.198007,500,2685.608736
27.742401,500,2694.57486
28.210643,258,2699.206358
37.44863,134,2701.617082
186.821629,257,2706.223768
45.924993,423,2713.804515
31.124901,104,2715.676301
61.492914,364,2722.19703
53.546598,500,2731.025935
-29.483789,500,2739.972526
53.099809,500,2748.917058
39.966417,132,2751.27637
41.153829,116,2753.351343
58.589103,241,2757.663431
185.795361,148,2760.320668
24.616337,99,2762.090579
177.348578,97,2763.828899
9.400345,500,2772.781497
183.30711,187,2777.424263
186.621241,166,2780.394222
24.755735,500,2789.33645
6.673657,500,2798.287404
33.601503,165,2801.248765
25.992221,500,2810.213538
190.748375,185,2813.530282
188.997309,183,2816.814323
-1.519404,251,2821.329655
44.245371,500,2830.296725
168.393747,113,2832.317251
207.76477,363,2838.831928
9.641646,500,2847.782994
41.073717,303,2853.202213
55.131209,500,2862.146395
49.172902,119,2864.277363
53.275171,198,2867.828286
-78.386975,322,2873.581141
206.450263,305,2879.042756
193.039574,423,2886.614695
46.960798,472,2895.078039
34.632697,215,2898.835579
32.640224,500,2907.818361
23.877208,500,2916.480601
43.825729,500,2924.987826
-6.658212,500,2933.428298
39.845944,500,2941.851229
-57.280344,500,2950.459724
-15.978975,121,2953.907517
27.991358,99,2955.579627
-56.11561,276,2960.223898
30.480263,104,2961.976989
-18.677287,500,2970.393201
176.485244,94,2971.973929
-59.24399,500,2980.381523
-58.152189,500,2988.927299
-72.068271,100,2990.639386
23.257064,103,2992.392815
-84.748818,445,3000.02191
-66.428675,500,3008.575872
13.191072,140,3010.989239
56.242258,200,3014.414516
169.777953,365,3020.665001
33.899757,500,3029.219985
16.12315,500,3037.809545
45.947663,500,3046.407823
51.743718,252,3050.775573
50.717839,208,3054.363671
-9.649526,500,3063.003289
20.624681,116,3065.004396
175.138677,392,3071.757268
-87.109014,500,3080.453868
209.845363,358,3086.674407
30.473681,184,3089.88005
-43.478446,500,3098.621344
34.95338,500,3107.382006
188.432631,229,3111.354833
12.055401,500,3120.091354
192.145255,169,3123.024176
193.092065,147,3126.933738
5.418898,500,3135.714336
204.804757,388,3142.439413
49.606461,376,3148.964813
49.363043,500,3157.663982
193.352984,118,3159.71531
8.474745,500,3168.457224
-15.470482,500,3177.120654
57.77748,249,3181.530876
186.082455,179,3184.646641
26.024656,500,3193.421466
42.483609,283,3198.350916
196.515657,195,3201.780351
182.725321,384,3208.462328
31.09429,411,3215.676492
47.079004,500,3224.325826
42.079141,500,3233.044302
200.6605,168,3235.951013
40.844236,500,3244.697161
41.871776,500,3253.442482
59.374032,366,3259.894907
179.005308,477,3268.295799
14.372377,235,3272.451604
204.63851,451,3280.438146
30.067132,176,3283.532744
41.968336,500,3292.371346
37.191027,174,3295.4375
-9.484901,500,3305.535004
185.130574,134,3307.866346
182.807114,120,3309.971014
31.483971,500,3318.680071
173.527376,154,3321.365597
35.337896,103,3323.164647
40.245692,137,3325.547179
172.40389,205,3329.114885
171.273938,158,3331.868733
30.404992,119,3333.945368
179.161201,176,3337.010909
35.324396,150,3339.607284
41.727165,500,3348.281402
199.559541,205,3351.841992
24.718075,109,3353.738497
29.771027,119,3355.798199
177.535806,415,3363.002362
52.96821,500,3371.66209
26.916982,116,3373.678448
18.799357,486,3382.12837
194.573137,175,3385.172091
172.225448,94,3386.815617
17.159383,500,3395.547867
185.731577,265,3400.157929
189.038852,146,3402.698836
183.265943,219,3406.513683
199.411934,170,3409.483829
194.29641,260,3414.010978
41.349101,149,3416.601499
52.321913,500,3425.20838
-0.673315,500,3433.892981
25.113347,113,3435.864714
184.6654,133,3438.220136
28.089679,99,3439.90006
192.730021,156,3442.546354
207.729013,200,3445.947171
37.186979,144,3448.41581
28.419731,122,3450.507634
196.537127,174,3453.474693
38.583959,146,3455.971289
177.248337,179,3459.038886
24.27773,107,3460.853072
192.648561,269,3465.439507
49.92931,148,3467.95612
-2.192772,500,3478.705374
184.136294,161,3481.450235
19.44831,500,3490.00514
46.948541,127,3492.17765
191.50086,141,3494.597325
-11.454266,500,3503.166396
200.024237,482,3511.575607
42.395584,228,3515.573056
21.703665,92,3517.205392
15.036371,261,3521.818192
-22.19678,500,3530.668207
27.18111,115,3532.683992
14.358573,500,3541.40155
33.011136,125,3543.571834
24.452536,109,3545.52267
181.407533,127,3547.742595
44.742708,135,3550.084101
187.779874,137,3552.469015
39.069568,112,3554.426375
-30.565101,500,3563.165227
188.614921,160,3565.961061
5.318003,500,3574.660234
-25.222235,500,3583.378985
-14.809146,500,3592.094077
38.519839,142,3594.62249
6.864901,500,3603.258699
193.970875,402,3610.280388
29.241884,110,3612.198817
22.726671,173,3615.21924
191.242487,160,3618.009938
43.904717,129,3620.266699
192.130838,158,3623.026373
14.790217,93,3624.653666
78.264174,137,3627.04938
195.388258,151,3629.700001
196.207041,316,3635.206408
41.228689,500,3643.917979
37.936352,272,3648.666271
46.954462,170,3651.63604
9.367974,500,3662.071851
30.298659,124,3664.241361
64.399661,191,3667.579203
5.863205,500,3676.301613
16.472508,500,3685.018891
-19.883647,500,3693.741691
59.431677,157,3696.479442
20.262418,130,3698.751186
166.981008,174,3701.78878
201.221214,265,3706.415289
173.747933,171,3709.401855
22.364268,500,3718.1309
35.216242,164,3721.010644
41.200095,221,3724.873258
-11.189699,500,3733.631137
16.196152,500,3742.367146
174.856359,101,3744.137292
180.891088,163,3746.98792
