#{"t_start": 1698770821.4108377, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-100.0,57,0.290073
-100.0,57,0.349413
-100.0,54,0.40513
-100.0,65,0.472202
-100.0,50,0.523937
-100.0,51,0.577852
-100.0,55,0.633774
-100.0,55,0.689217
-100.0,55,0.746981
-100.0,58,0.806033
-100.0,56,0.864666
-100.0,78,0.946715
-100.0,82,1.029773
-100.0,48,1.0807
-100.0,54,1.13604
-100.0,58,1.19648
-100.0,49,1.244278
-100.0,52,1.298939
-100.0,55,1.352638
-100.0,66,1.422624
-100.0,55,1.480175
-100.0,46,2.706307
71.861941,163,14.795687
568.462643,65,19.413541
219.645526,89,25.822409
198.964352,56,29.810932
517.478469,61,34.091367
175.654654,55,38.07961
511.609445,53,41.825833
536.169565,60,46.049215
568.463341,55,49.846214
511.836881,58,53.822012
146.195177,56,57.686275
510.080856,56,61.922784
665.822579,57,66.287947
481.090305,72,72.019979
276.674709,68,76.878976
-100.0,129,86.084492
-100.0,102,93.874891
164.017165,96,100.740242
142.073861,77,106.282128
465.435969,75,111.538105
346.310092,73,116.688799
166.495686,64,121.363691
422.644986,116,129.820078
375.915959,75,135.240314
133.902021,65,139.853855
28.47431,128,148.843567
294.089463,65,153.464769
336.603385,67,158.251744
490.769601,52,161.890353
602.762229,71,167.009539
363.109597,59,171.174972
516.139582,88,177.603449
621.572192,113,186.217763
424.240318,56,190.186575
492.22241,57,194.243488
608.557287,57,198.31934
491.442856,88,204.579547
695.759871,70,209.567459
389.101309,57,213.636774
503.264734,184,226.794357
0.0,500,262.603185
601.212834,80,267.997133
474.449829,62,272.547072
523.064247,62,276.752879
294.588563,63,281.062639
702.153531,160,291.713586
723.487504,91,297.823584
433.175978,54,301.56259
621.021014,105,308.96065
322.801079,182,321.474599
639.786739,57,325.342117
501.637724,150,335.740613
613.782025,68,340.362016
460.900393,68,344.834959
353.308987,59,348.693185
190.941861,84,354.503435
413.318246,75,360.421635
287.779543,70,365.306893
374.618133,54,369.224148
570.078552,78,375.124179
674.582906,62,380.205598
316.318309,64,384.813866
690.745093,101,392.117924
115.556931,70,397.158466
535.240402,60,401.58492
701.1,120,410.189895
491.280745,56,414.106155
