#{"t_start": 1698770821.4103656, "env_id": "turbolander-2d-custom-v1"}
r,l,t
-100.0,49,0.279712
-100.0,48,0.329462
-100.0,57,0.389961
-100.0,46,0.439373
-100.0,59,0.499427
-100.0,58,0.559917
-100.0,54,0.615018
-100.0,57,0.674488
-100.0,52,0.727661
-100.0,60,0.790236
-100.0,49,0.838859
-100.0,56,0.897848
-100.0,69,0.970453
-100.0,49,1.018501
-100.0,73,1.095109
-100.0,63,1.160504
-100.0,63,1.223669
-100.0,58,1.284074
-100.0,51,1.336367
-100.0,49,1.388324
-100.0,66,1.454622
-100.0,48,1.505455
565.857682,125,10.319586
550.738699,55,14.442081
-100.0,131,23.762415
-100.0,116,32.012403
575.800851,59,36.252981
184.967689,57,40.345878
771.995044,54,44.121648
274.49922,54,47.918473
543.106283,54,51.62434
228.06252,52,55.190535
203.274882,52,58.796209
249.991064,54,62.972043
276.989383,56,67.401284
213.317171,77,73.31295
247.643807,256,91.588996
325.710883,54,95.94445
621.784831,106,103.495353
404.244891,62,107.992428
198.533924,60,112.16553
456.181794,58,116.262384
747.912603,51,120.015215
407.053269,96,126.881585
168.799269,63,131.537868
418.309954,57,135.664024
341.330208,77,141.138843
165.195508,73,146.281984
587.712581,59,150.413058
399.346458,55,154.293035
564.03005,128,163.347663
370.128072,56,167.429876
521.384688,107,175.055282
313.353013,59,179.42449
332.986412,52,183.709733
208.238749,64,188.247097
134.474372,81,193.965031
644.855346,61,198.319394
216.773639,95,205.071183
85.481151,377,231.98653
439.952979,116,240.288382
191.813471,62,244.722059
571.419633,63,249.301657
852.255704,55,253.148314
512.841314,100,260.296909
382.826683,57,264.356988
634.099637,73,269.270702
734.036511,59,273.637163
531.331761,52,277.160664
591.18692,60,281.263852
302.776381,72,286.046602
621.50464,79,291.314794
359.652875,61,295.408777
288.611096,56,299.206201
423.275728,69,303.964054
-100.0,117,312.294675
380.711846,80,317.785733
506.63804,64,322.079052
510.693105,136,331.555671
678.316141,59,335.53198
236.144854,73,340.494459
487.427772,105,347.374593
396.589543,193,361.399493
149.574451,70,366.282227
322.579515,68,371.246058
502.170611,67,376.502436
180.629262,66,381.727074
644.588754,168,393.821246
626.115057,115,402.253327
728.441387,95,409.040707
289.536138,62,413.398152
147.070595,60,417.589821
285.586625,60,421.967524
641.91433,91,428.588913
741.461842,98,435.632877
562.719398,90,442.335453
118.528197,76,448.795208
353.752526,62,454.772543
149.505487,70,460.182621
724.001383,65,464.959975
733.406008,91,471.685196
552.182515,73,476.88986
569.846086,116,485.120182
825.633034,54,489.077116
412.872024,276,508.603044
601.157465,89,515.012105
558.356622,78,520.749273
101.979941,64,525.428535
269.003427,69,530.496696
676.207249,53,534.348327
706.868783,130,544.070518
801.701903,56,548.582117
672.686268,58,553.251211
678.592924,90,560.659854
768.830743,84,567.600465
203.924895,66,573.079061
676.288599,132,583.377601
445.583365,89,589.884123
718.270554,92,596.571569
735.813599,52,600.235874
158.801668,66,604.960938
361.888221,65,609.872704
472.453293,189,623.174557
544.10711,108,631.067922
829.017781,52,634.782335
758.065438,61,639.567516
601.371171,56,643.585049
748.953776,66,648.552296
345.406491,65,653.183493
513.309592,89,659.728814
139.665161,71,665.029648
147.765956,60,669.51207
-100.0,264,688.15539
743.273519,53,691.961724
523.124027,78,697.701788
637.517212,75,703.300852
361.418218,107,711.112008
716.251605,50,714.730982
556.227817,79,720.547492
625.336923,80,726.355242
570.325332,103,734.15836
116.126774,158,745.587122
522.939622,57,749.72362
659.960707,85,755.893858
626.316133,55,760.107015
699.994351,93,766.724399
446.138895,53,770.494711
578.445928,146,781.940478
658.91639,143,793.969938
565.758392,55,798.563603
640.700255,65,804.096724
670.266391,77,810.443916
775.224878,52,814.466471
735.268352,77,820.152382
765.883904,50,823.689562
613.302414,161,835.855049
287.08394,62,840.316513
448.124769,64,844.957086
268.639271,71,850.581189
510.302202,89,856.908576
193.08785,72,862.120806
221.973994,64,866.821438
55.873746,116,875.165554
227.885309,61,879.726396
561.954537,101,887.105465
537.140043,52,890.895082
681.692246,51,894.521661
804.529918,53,898.352444
648.126452,85,904.613578
762.769247,52,908.644466
651.310682,54,912.606309
142.672233,67,917.865357
757.499107,50,921.814282
209.705436,63,926.277427
-100.0,151,938.570064
241.157189,105,946.490576
613.73206,55,950.50663
